"","Sample Name","Alpha (ug/g)","Beta (ug/g)","Lut (ug/g)","Lycopene (ug/g)","Phyto (ug/g)","Zeta (ug/g)","Total (ug/g)","AB.Ratio"
"338",80564,438.1998159,900.1769772,85.70186926,46.7359039,39.98070827,38.8716463,1417.22914767,15.6166581272535
"339",80565,272.6090003,448.0963127,95.9694355,NA,21.15102756,NA,NA,7.50973796235365
"340",80566,500.5989999,1101.90806,156.394201,NA,89.39775371,123.8584288,1815.76324241,10.24658874596
"341",80567,194.7551988,NA,183.72206,11.23531247,NA,36.41979283,NA,NA
"342",80568,0,0,3.979497581,0,0,0,0,0
"343",80569,342.3252512,703.1508256,53.10057594,27.63204587,16.80002789,NA,NA,19.6886014566267
"344",80570,387.1660762,517.1679157,147.6011137,15.68277045,NA,28.96981148,NA,6.1268778346623
"345",80571,228.8570689,441.0135887,99.08545162,NA,11.69082367,0,681.56148127,6.76053493876178
"346",80572,383.7507291,617.1017699,57.79265248,NA,26.62015044,0,1027.47264944,17.3179886378525
"347",80573,0,10.06425305,7.624670236,NA,0,0,10.06425305,1.31995912459026
"348",80574,8.594896057,28.85966366,NA,NA,0,0,37.454559717,NA
"349",80575,0,0,NA,NA,0,0,0,NA
"350",80579,616.3550636,1205.455798,99.30556428,25.72410553,113.2124604,0,1935.023322,18.3455063652149
"351",80581,481.9921769,830.1825167,NA,NA,0,0,1312.1746936,NA
"352",80583,1925.073838,NA,137.6956755,NA,287.9402963,56.59540513,NA,NA
"353",80587,8.099701712,20.92779997,10.13809624,NA,0,0,29.027501682,2.86321031038072
"354",80588,188.3175345,352.218454,22.36040317,NA,0,0,540.5359885,24.1738033250319
"355",80589,226.2437438,557.7753292,184.6619169,NA,88.27143256,174.341633,1046.63213856,4.24569985063336
"356",80590,120.1373866,187.7803389,27.01935527,NA,0,0,307.9177255,11.3961907093278
"357",80591,91.19366153,188.9956309,62.56821354,NA,13.69230861,0,293.88160104,4.47814116110051
"358",80592,361.9811147,490.0497707,36.01328105,13.24707024,41.43219731,0,893.46308271,23.658796437266
"359",80593,301.7703775,371.920709,27.86430933,10.21012365,0,0,673.6910865,24.1775627208772
"360",80594,630.4506027,820.1827975,NA,NA,18.06274894,0,1468.69614914,NA
"361",80601,323.9393026,843.2481961,173.0565398,NA,169.5651908,149.6018629,1486.3545524,6.7445442977706
"362",80603,54.31617573,81.98207458,9.01195229,NA,0,0,136.29825031,15.1241646564465
"363",80604,139.5196017,392.4476355,81.2033259,13.66893446,NA,0,NA,6.5510523282643
"364",80606,93.36456017,198.9791883,56.44898307,NA,0,0,292.34374847,5.1789019495263
"365",80607,25.65413297,31.22682434,5.349459011,NA,0,0,56.88095731,10.6330298433985
"366",80608,88.49051371,150.2593247,23.13658659,NA,0,0,238.74983841,10.3191470133797
"367",80610,NA,NA,9.339061594,NA,0,0,NA,NA
"368",80611,174.6802987,601.0580567,84.71421807,NA,25.29643652,19.52268014,820.55747206,9.15712111937339
"369",80612,645.8488029,751.4688818,196.6512128,42.75187531,63.92941037,83.71989244,1544.96698751,7.10556352439643
"370",80613,31.58647039,74.73445832,39.97172394,NA,0,0,106.32092871,2.65990350752933
"371",80614,104.7574163,327.302541,41.0019857,9.266326129,0,0,432.0599573,10.5375373880978
"372",80615,0,NA,3.217707399,NA,0,0,NA,NA
"373",80616,442.4068025,597.4971649,76.6838031,19.56876282,0,34.00408864,1073.90805604,13.5609336699682
"374",80618,252.4017485,458.2966578,59.78879598,NA,0,22.60390467,733.30231097,11.8868158264591
"375",80620,283.8861036,371.2440363,46.47984873,NA,17.5077066,0,672.6378465,14.0949284001682
"376",80622,163.690456,318.9696755,41.41812775,9.487382848,0,0,482.6601315,11.65335464735
"377",80623,78.56267497,133.3184892,169.8806927,NA,0,0,211.88116417,1.24723510837203
"378",80624,1264.052456,1722.965118,162.3964038,91.27875147,131.4832853,300.6556003,3419.1564596,18.393372661618
"379",80625,65.04952918,207.4296618,32.74354469,NA,0,0,272.47919098,8.32161555994321
"380",80626,555.4345021,1065.599333,84.02287809,NA,33.18775766,77.59314351,1731.81473627,19.2927673027774
"381",80627,45.33194881,107.7939996,8.871287809,NA,0,0,153.12594841,17.2608477716902
"382",80628,166.8059079,475.8308526,41.59776926,NA,16.10372101,31.52396211,690.26444362,15.448827471572
"383",80629,48.9008788,143.4269857,27.80044736,NA,0,0,192.3278645,6.91815717961166
"384",80630,371.6267766,556.5807852,57.34501761,40.57624969,18.97365443,0,947.18121623,16.1863680662317
"385",80631,112.5940811,276.2893506,79.24085191,NA,29.48395703,54.96208691,473.32947564,4.90761295880167
"386",80632,56.5806663,134.2955998,30.92813479,NA,0,0,190.8762661,6.17160612484514
"387",80633,311.7889845,518.5159323,57.31044438,22.0468374,40.47433008,22.97189862,893.7511455,14.4878464262922
"388",80634,89.51704819,189.9751152,100.5048932,NA,34.97948776,48.34610161,362.81775276,2.7808811540531
"389",80635,51.21090705,101.5788526,35.58097941,NA,0,0,152.78975965,4.29414148186878
"390",80637,55.3176732,145.5522507,93.56620168,NA,0,NA,NA,2.14682139804053
"391",80639,25.58278021,31.90709374,4.420806133,NA,0,0,57.48987395,13.0043870326851
"392",80642,54.01089242,135.6089784,46.41681232,NA,0,0,189.61987082,4.08515495447534
"393",80646,126.3067985,192.4762783,52.72279468,NA,0,0,318.7830768,6.04639945084186
"394",80648,596.2650206,966.1713633,160.8211361,69.42205659,177.9374749,67.69637812,1808.07023692,9.71536715751382
"395",80649,92.90509416,169.5614517,17.97569063,0,0,0,262.46654586,14.6011939826092
"396",80650,0,20.64672116,171.0092454,0,0,0,20.64672116,0.120734531701524
"397",80651,0,0,4.832133234,0,0,0,0,0
"398",80652,11.05979061,17.99041818,56.27664073,0,0,0,29.05020879,0.51620367550677
"399",80653,99.35394607,70.67506583,47.15475611,0,26.59996205,0,196.62897395,3.6057659062718
"400",80654,0,0,4.250051224,0,0,0,0,0
"401",80656,967.1478078,1062.274381,120.4926292,19.3376291,64.29782759,47.18730078,2140.90731717,16.8427081579526
"402",80657,25.25850775,44.12668272,13.18902882,0,0,0,69.38519047,5.26082635931339
"403",80659,669.752015,1383.044732,131.8279251,74.12027398,NA,69.48860364,NA,15.5717898574435
"404",80665,16.42964851,124.638294,82.55460816,NA,0,0,141.06794251,1.70878338174163
"405",80667,0,0,17.27037748,NA,0,0,0,0
"406",80670,47.80634276,427.9758799,122.0230399,NA,13.55307114,0,489.3352938,3.89911792928542
"407",80672,0,13.18053973,26.31530455,NA,0,0,13.18053973,0.500869739316773
"408",80675,1494.063187,3004.999668,203.8185232,181.4782621,NA,35.13424315,NA,22.0738664198112
"409",80676,0,0,5.245956159,NA,0,0,0,0
"410",80677,31.01789004,329.1289095,192.6652244,NA,19.31934626,17.49842755,396.96457335,1.86928803919635
"411",80683,0,0,4.989568791,NA,0,0,0,0
"412",80684,58.34569675,108.3679718,158.571483,NA,0,0,166.71366855,1.05134709845654
"413",80685,0,28.07864467,13.47950863,NA,0,0,28.07864467,2.08306144094215
"414",80686,42.87703458,58.83782934,17.13722185,NA,0,0,101.71486392,5.93531815193254
"415",80690,0,0,9.499360482,NA,0,0,0,0
"416",80691,0,0,4.876191623,NA,0,0,0,0
"417",80692,122.2671343,249.8834023,35.42224972,NA,NA,0,NA,10.5061236805035
"418",80693,195.5910425,366.8241792,171.5532669,NA,21.05256161,29.94617844,613.41396175,3.27837080495726
"419",80695,91.39212417,178.6484353,95.66570869,NA,0,0,270.04055947,2.82275188432517
"420",80696,299.6581141,611.6442247,177.8652549,15.91133275,27.74056178,111.5237663,1050.56666688,5.12355456557468
"421",80697,215.6292825,470.8054803,147.2897793,NA,41.04863615,129.4916661,856.97506505,4.66043717400017
"422",80700,0,18.83495736,102.1675031,NA,0,0,18.83495736,0.184353701407038
"423",80701,227.6841787,351.397465,236.1062967,NA,62.35064734,22.27357727,663.70586831,2.45263108944438
"424",80702,0,0,50.76933043,NA,0,0,0,0
"425",80706,0,0,21.54087241,NA,0,0,0,0
"426",80711,62.06207722,58.36041103,28.49950793,NA,0,0,120.42248825,4.22542341944218
"427",80713,0,0,34.20980109,NA,0,0,0,0
"428",80714,107.5110818,129.9386455,39.44890649,NA,0,0,237.4497273,6.0191713390127
"429",80719,331.7499887,614.417256,54.00665116,NA,13.27292792,0,959.44017262,17.5194577774668
"430",80720,138.1022066,147.9067623,NA,NA,0,0,286.0089689,NA
"431",80723,392.7093711,709.4055258,68.30773498,16.72942804,23.83803891,58.99421418,1184.94714999,16.1345548527219
"432",80724,279.8700948,329.1470828,38.03962238,NA,NA,NA,NA,16.0100742198798
"433",80725,797.1731356,795.0579536,57.44538182,NA,NA,74.54190882,NA,27.7173036152691
"434",80727,990.1020338,517.5268435,58.99568114,30.01428361,16.03761083,0,1523.66648813,25.5549024634924
"435",80730,96.70143599,207.8016298,34.49092858,8.768593512,0,0,304.50306579,8.82849718249018
"436",80731,107.9908443,96.16267654,7.129482153,NA,0,0,204.15352084,28.6351121243911
"437",80732,1280.315864,892.9931287,127.1517509,63.7204953,169.3179786,117.5420387,2460.16901,17.0922458976536
"438",80733,262.4720158,311.0028383,39.28817163,NA,15.80056056,19.39919162,608.67460628,14.5966287131087
"439",80735,1110.190529,1096.054587,47.61483367,16.3874232,71.55724182,100.0451124,2377.84747022,46.3352477778381
"440",80738,29.71419754,89.94118597,71.64433982,NA,9.433535826,32.88184706,161.970766396,1.67013031051195
"441",80741,6.861338636,18.25502434,4.610738373,NA,0,0,25.116362976,5.44736242747556
"442",80742,77.95180435,99.93030121,14.68738467,NA,0,NA,NA,12.1112171810504
"443",80743,210.2701257,294.9315231,31.71010178,NA,0,14.85317633,520.05482513,15.9318835462912
"444",80744,266.284068,520.0854868,51.69486993,NA,31.00259593,110.9947523,928.36690303,15.2117522660338
"445",80745,110.6923869,153.7020619,14.84457699,NA,0,0,264.3944488,17.8108442549834
"446",80746,523.3395906,859.9950296,111.3114641,NA,52.09356648,77.20293773,1512.63112441,12.4276024162007
"447",80747,72.70566032,174.2356471,NA,NA,0,0,246.94130742,NA
"448",80748,1114.022885,1174.87554,46.6626012,NA,8.123109706,0,2297.021534706,49.0520966713703
"449",80749,1531.095914,925.1893138,100.3295349,NA,13.90277776,14.32166855,2484.50967411,24.482174967204
"450",80750,370.6817071,594.1531584,68.55556135,NA,NA,0,NA,14.0737650819338
"451",80752,893.0906626,994.6843682,40.03875102,32.806454,0,0,1887.7750308,47.1486992652949
"452",80753,3193.3248,1827.149639,139.0993964,94.55266507,142.8517431,107.4841988,5270.8103809,36.0927118947584
"453",80754,130.0309431,83.90483236,7.934874709,NA,0,0,213.93577546,26.9614560161041
"454",80755,464.6678604,786.6273853,62.98032567,NA,NA,0,NA,19.8680339040552
"455",80757,872.0141989,1085.889256,86.17830384,29.8526873,NA,26.5254357,NA,22.7192154829953
"456",80758,409.7361537,1113.012887,78.9974049,NA,31.73906095,NA,NA,19.2759375150056
"457",80760,1116.458307,1878.119013,102.5250993,69.95675726,81.45253097,NA,NA,29.2082362313791
"458",80761,0,0,40.22792619,NA,0,0,0,0
"459",80762,145.2997608,446.8469317,78.08236249,169.2289819,21.51308739,0,613.65977989,7.58361649951148
"460",80763,15.30616242,33.77767208,23.85849388,10.7460319,0,0,49.0838345,2.05728973282533
"461",80764,0,0,3.094200761,NA,0,0,0,0
"462",80765,89.1124665,243.4342279,69.36810709,143.9281202,34.05582547,0,366.60251987,4.7939421781907
"463",80766,0,0,10.07209194,NA,0,0,0,0
"464",80768,0,0,NA,NA,0,0,0,NA
"465",80769,227.4286975,641.4787009,44.91593047,NA,28.90137458,0,897.80877298,19.3451942174582
"466",80771,34.12921809,71.54644963,6.402704228,NA,0,0,105.67566772,16.5048491944801
"467",80782,1291.387331,2003.872587,229.3508743,NA,48.14242441,0,3343.40234241,14.3677669773766
"468",80783,478.2809524,735.8948238,86.11518,50.05522048,12.42551734,0,1226.60129354,14.0994395668685
"469",80784,52.3480382,81.17500045,11.82125644,NA,0,0,133.52303865,11.2951647168564
"470",80786,395.6803148,930.2543815,73.81690695,NA,14.64783983,0,1340.58253613,17.9624797500405
"471",80788,699.3168034,944.1275954,152.0194604,56.45702862,30.48041308,63.14670615,1737.07151803,10.8107501136743
"472",82215,366.5094895,646.2821156,71.19193901,NA,19.95851183,0,1032.75011693,14.2262118321814
"473",82217,338.45461,365.0226001,30.05280604,NA,0,0,703.4772101,23.4080374778874
