"Sample.Name","Alpha (ug/g)","Beta (ug/g)","Lut (ug/g)","Lycopene (ug/g)","Phyto (ug/g)","Zeta (ug/g)","Total (ug/g)","AB.Ratio"
80490,12.372800945,46.8334447,10.240958855,NA,0,0,59.206245645,5.78131857409948
80491,188.32506745,438.3668301,82.48662917,14.18714037,21.621557595,33.43264834,681.746103485,7.59749675621276
80492,6.6311161215,23.33904057,5.322347275,NA,0,0,29.9701566915,5.63100360479578
80493,312.9194325,424.05112935,136.44198905,NA,14.66287206,18.4596592,770.09309311,5.40134724641058
80494,17.99880042,12.789836855,4.0783055565,NA,0,0,30.788637275,7.549369915633
80498,0,0,4.638271255,0,0,0,0,0
80504,0,0,4.770992536,0,0,0,0,0
80509,0,0,NA,NA,0,0,0,NA
80530,0,0,4.681101535,0,0,0,0,0
80532,0,0,NA,NA,0,0,0,NA
80533,0,0,11.777366595,NA,0,0,0,0
80535,0,0,NA,NA,0,0,0,NA
80547,266.9949183,414.05644885,68.65506511,NA,0,0,681.05136715,9.91989980722924
80549,618.0779988,974.23136315,116.97389085,NA,30.258265865,36.45663097,1659.024258785,13.6125194295869
80551,364.5817723,589.59059085,61.59308578,27.039048785,12.74271283,0,966.91507598,15.4915499210113
80554,0,0,8.58640428,NA,0,0,0,0
80555,234.8783745,734.49838105,163.94185045,NA,16.432561465,35.53992248,1021.349239495,5.91293042556968
80556,248.63155595,177.3466419,15.87089748,NA,0,0,425.97819785,26.840208525498
80558,0,0,3.453423938,0,0,0,0,0
80559,83.2536806,225.24542945,17.87016104,NA,0,0,308.49911005,17.263364854937
80560,13.285427965,28.06862805,4.6330654575,NA,0,0,41.354056015,8.92585187805972
80561,284.0873606,371.3688265,104.31596271,NA,0,0,655.4561871,6.28337380082642
80562,434.2104749,709.393278,60.627196365,NA,42.10666609,32.128547765,1217.838966755,18.8628836803709
80563,82.059618825,166.56416285,118.8025329,NA,7.3210491435,17.36478249,273.3096133085,2.09274815617168
80564,438.1998159,900.1769772,85.70186926,46.7359039,39.98070827,38.8716463,1417.22914767,15.6166581272535
80565,272.60900025,448.09631265,95.9694355,NA,21.151027555,NA,NA,7.50973796131165
80566,500.5989999,1101.90806,156.39420095,NA,89.397753705,123.8584288,1815.763242405,10.2465887492358
80568,0,0,3.979497581,0,0,0,0,0
80569,342.32525115,703.1508256,53.10057594,27.632045865,16.800027885,NA,NA,19.6886014556851
80570,387.16607615,517.16791565,147.60111365,15.68277045,NA,28.969811475,NA,6.12687783606028
80571,228.85706885,441.01358865,99.08545162,NA,11.690823665,0,681.561481165,6.76053493775255
80572,383.75072905,617.10176985,57.792652475,NA,26.62015044,0,1027.47264934,17.3179886376205
80573,0,10.06425305,7.6246702355,NA,0,0,10.06425305,1.31995912467682
80574,8.594896057,28.859663655,NA,NA,0,0,37.454559712,NA
80575,0,0,NA,NA,0,0,0,NA
80579,616.35506355,1205.455798,99.30556428,25.72410553,113.2124604,0,1935.02332195,18.3455063647114
80581,481.9921769,830.1825167,NA,NA,0,0,1312.1746936,NA
80582,8.5505071915,11.921735995,3.8476658755,NA,0,0,20.4722431865,5.32069151764371
80587,8.099701712,20.92779997,10.1380962385,NA,0,0,29.027501682,2.86321031080435
80588,188.3175345,352.21845395,22.360403165,NA,0,0,540.53598845,24.1738033282013
80589,226.24374375,557.7753292,184.6619169,NA,88.271432555,174.34163295,1046.632138455,4.2456998503626
80590,120.1373866,187.78033885,27.01935527,NA,0,0,307.91772545,11.3961907074772
80591,91.193661525,188.9956309,62.56821354,NA,13.692308605,0,293.88160103,4.47814116102059
80592,361.9811147,490.04977065,36.013281045,13.247070235,41.432197305,0,893.463082655,23.6587964391624
80593,301.77037745,371.92070895,27.86430933,10.2101236455,0,0,673.6910864,24.1775627172884
80594,630.45060265,820.1827975,NA,NA,18.06274894,0,1468.69614909,NA
80601,323.93930255,843.24819605,173.0565398,NA,169.56519075,149.6018629,1486.35455225,6.74454429719275
80603,54.31617573,81.98207458,9.01195229,NA,0,0,136.29825031,15.1241646564465
80604,139.5196017,392.44763545,81.2033259,13.668934455,NA,0,NA,6.55105232764856
80606,93.36456017,198.9791883,56.448983065,NA,0,0,292.34374847,5.17890194998502
80607,25.65413297,31.226824335,5.349459011,NA,0,0,56.880957305,10.6330298424638
80608,88.490513705,150.25932465,23.13658659,NA,0,0,238.749838355,10.3191470110025
80611,174.6802987,601.0580567,84.714218065,NA,25.296436515,19.522680135,820.55747205,9.15712111991386
80612,645.84880285,751.4688818,196.6512128,42.751875305,63.92941037,83.719892435,1544.966987455,7.10556352414217
80613,31.58647039,74.734458315,39.971723935,NA,0,0,106.320928705,2.65990350773696
80614,104.7574163,327.30254095,41.001985695,9.2663261285,0,0,432.05995725,10.5375373881633
80616,442.40680245,597.4971649,76.6838031,19.56876282,0,34.004088635,1073.908055985,13.5609336693161
80618,252.40174845,458.29665775,59.78879598,NA,0,22.60390467,733.30231087,11.8868158247866
80620,283.8861036,371.2440363,46.47984873,NA,17.5077066,0,672.6378465,14.0949284001682
80621,0,0,NA,NA,0,0,0,NA
80622,163.69045595,318.96967545,41.41812775,9.4873828475,0,0,482.6601314,11.6533546449356
80623,78.56267497,133.3184892,169.88069265,NA,0,0,211.88116417,1.24723510873912
80624,1264.052456,1722.9651175,162.3964038,91.278751465,131.48328525,300.6556003,3419.15645905,18.3933726585391
80625,65.049529175,207.42966175,32.74354469,NA,0,0,272.479190925,8.32161555826349
80626,555.43450205,1065.599333,84.022878085,NA,33.18775766,77.593143505,1731.814736215,19.2927673033303
80627,45.331948805,107.79399955,8.8712878085,NA,0,0,153.125948355,17.2608477664633
80628,166.8059079,475.8308526,41.59776926,NA,16.10372101,31.52396211,690.26444362,15.448827471572
80629,48.9008788,143.4269857,27.800447355,NA,0,0,192.3278645,6.91815718085591
80630,371.6267766,556.58078515,57.34501761,40.57624969,18.973654425,0,947.181216175,16.1863680653598
80631,112.5940811,276.2893506,79.24085191,NA,29.483957025,54.962086905,473.32947563,4.90761295880167
80632,56.5806663,134.2955998,30.92813479,NA,0,0,190.8762661,6.17160612484514
80633,311.78898445,518.5159323,57.310444375,22.046837395,40.47433008,22.97189862,893.75114545,14.4878464266837
80634,89.517048185,189.9751152,100.50489316,NA,34.97948776,48.346101605,362.81775275,2.78088115511012
80635,51.21090705,101.57885255,35.58097941,NA,0,0,152.7897596,4.29414148046354
80636,12.005275815,17.38179891,4.126388092,NA,0,0,29.387074725,7.12174280988595
80637,55.3176732,145.5522507,93.566201675,NA,0,NA,NA,2.14682139815525
80639,25.58278021,31.90709374,4.4208061325,NA,0,0,57.48987395,13.0043870341559
80642,54.01089242,135.6089784,46.416812315,NA,0,0,189.61987082,4.08515495491539
80646,126.3067985,192.4762783,52.72279468,NA,0,0,318.7830768,6.04639945084186
80647,0,0,15.52978843,NA,0,0,0,0
80648,596.2650206,966.1713633,160.8211361,69.42205659,177.9374749,67.69637812,1808.07023692,9.71536715751382
80649,92.90509416,169.5614517,17.97569063,0,0,0,262.46654586,14.6011939826092
80650,0,20.64672116,171.0092454,0,0,0,20.64672116,0.120734531701524
80651,0,0,4.832133234,0,0,0,0,0
80652,11.05979061,17.99041818,56.27664073,0,0,0,29.05020879,0.51620367550677
80653,99.35394607,70.67506583,47.15475611,0,26.59996205,0,196.62897395,3.6057659062718
80654,0,0,4.250051224,0,0,0,0,0
80656,967.1478078,1062.274381,120.4926292,19.3376291,64.29782759,47.18730078,2140.90731717,16.8427081579526
80657,25.25850775,44.12668272,13.18902882,0,0,0,69.38519047,5.26082635931339
80658,0,11.26828601,4.0174320495,NA,0,0,11.26828601,2.80484794046546
80659,669.752015,1383.0447315,131.82792505,74.120273975,NA,69.488603635,NA,15.5717898595568
80665,16.42964851,124.638294,82.55460816,NA,0,0,141.06794251,1.70878338174163
80666,18.21288925,16.51546758,6.027772965,NA,0,0,34.72835683,5.7613909866295
80667,0,0,17.27037748,NA,0,0,0,0
80670,47.806342755,427.97587985,122.0230399,NA,13.553071135,0,489.33529374,3.89911792883468
80671,0,0,4.603906705,NA,0,0,0,0
80672,0,13.180539725,26.31530455,NA,0,0,13.180539725,0.50086973912677
80674,0,16.21858877,28.82433232,12.17998395,0,0,16.21858877,0.562670059099568
80675,1494.063187,3004.999668,203.81852315,181.47826205,NA,35.13424315,NA,22.0738664252263
80676,0,0,5.245956159,NA,0,0,0,0
80677,31.01789004,329.12890945,192.6652244,NA,19.31934626,17.49842755,396.9645733,1.86928803893683
80683,0,0,4.9895687905,NA,0,0,0,0
80684,58.34569675,108.36797175,158.571483,NA,0,0,166.7136685,1.05134709814122
80685,0,28.078644665,13.47950863,NA,0,0,28.078644665,2.08306144057122
80686,42.877034575,58.83782934,17.13722185,NA,0,0,101.714863915,5.93531815164078
80688,0,0,5.1591969955,NA,0,0,0,0
80690,0,0,9.499360482,NA,0,0,0,0
80691,0,0,4.876191623,NA,0,0,0,0
80692,122.2671343,249.88340225,35.422249715,NA,NA,0,NA,10.5061236805749
80693,195.5910425,366.82417915,171.55326685,NA,21.052561605,29.94617844,613.413961695,3.2783708056213
80695,91.39212417,178.64843525,95.66570869,NA,0,0,270.04055942,2.82275188380251
80696,299.65811405,611.64422465,177.86525485,15.91133275,27.74056178,111.5237663,1050.56666678,5.12355456645275
80697,215.62928245,470.80548025,147.28977925,NA,41.04863615,129.4916661,856.97506495,4.6604371749033
80700,0,18.834957355,102.1675031,NA,0,0,18.834957355,0.184353701358098
80701,227.6841787,351.397465,236.1062967,NA,62.35064734,22.27357727,663.70586831,2.45263108944438
80702,0,0,50.76933043,NA,0,0,0,0
80706,0,0,21.540872405,NA,0,0,0,0
80711,62.06207722,58.36041103,28.499507925,NA,0,0,120.42248825,4.22542342018349
80712,687.8535112,703.06245105,130.51433975,NA,0,0,1390.91596225,10.6571888185949
80713,0,0,34.209801085,NA,0,0,0,0
80714,107.5110818,129.93864545,39.448906485,NA,0,0,237.44972725,6.01917133850814
80715,0,0,NA,NA,0,0,0,NA
80716,24.21795073,41.57759698,85.15743018,NA,0,0,65.79554771,0.772634256000044
80719,331.7499887,614.41725595,54.00665116,NA,13.272927915,0,959.440172565,17.519457776541
80720,138.10220655,147.90676225,NA,NA,0,0,286.0089688,NA
80722,0,0,NA,NA,0,0,0,NA
80723,392.7093711,709.4055258,68.307734975,16.72942804,23.83803891,58.99421418,1184.94714999,16.1345548539029
80725,797.17313555,795.05795355,57.44538182,NA,NA,74.541908815,NA,27.7173036135283
80727,990.10203375,517.5268435,58.995681135,30.01428361,16.037610825,0,1523.666488075,25.5549024648107
80729,0,0,NA,NA,0,0,0,NA
80730,96.70143599,207.80162975,34.49092858,8.768593512,0,0,304.50306574,8.82849718104052
80731,107.99084425,96.162676535,7.129482153,NA,0,0,204.153520785,28.6351121166766
80732,1280.315864,892.99312865,127.15175085,63.7204953,169.3179786,117.54203865,2460.1690099,17.0922459039816
80733,262.4720158,311.0028383,39.28817163,NA,15.800560555,19.399191615,608.67460627,14.5966287131087
80734,7.7607864315,10.459219835,8.0939674915,NA,0,0,18.2200062665,2.25105997591836
80735,1110.1905285,1096.0545865,47.614833665,16.3874232,71.557241815,100.045112375,2377.84746919,46.3352477617019
80738,29.71419754,89.94118597,71.64433982,NA,9.433535826,32.881847055,161.970766391,1.67013031051195
80739,0,9.0639582495,3.2300117725,NA,0,0,9.0639582495,2.8061687968662
80741,6.861338636,18.25502434,4.6107383725,NA,0,0,25.116362976,5.44736242806629
80742,77.95180435,99.930301205,14.687384665,NA,0,NA,NA,12.111217184833
80743,210.27012565,294.9315231,31.71010178,NA,0,14.85317633,520.05482508,15.9318835447144
80744,266.28406795,520.0854868,51.694869925,NA,31.00259593,110.99475225,928.36690293,15.2117522665379
80745,110.6923869,153.7020619,14.84457699,NA,0,0,264.3944488,17.8108442549834
80746,523.3395906,859.99502955,111.3114641,NA,52.093566475,77.202937725,1512.63112435,12.4276024157515
80747,72.70566032,174.2356471,NA,NA,0,0,246.94130742,NA
80748,1114.0228845,1174.8755395,46.662601195,NA,8.123109706,0,2297.021533706,49.0520966551959
80749,1531.095914,925.1893138,100.329534865,NA,13.902777755,14.321668545,2484.5096741,24.4821749757446
80750,370.68170705,594.15315835,68.55556135,NA,NA,0,NA,14.0737650804751
80751,17.44599864,24.04912581,4.442109555,NA,0,0,41.49512445,9.34131045986775
80752,893.09066255,994.68436815,40.038751015,32.806454,0,0,1887.7750307,47.1486992686852
80753,3193.3248,1827.149639,139.0993964,94.552665065,142.8517431,107.48419875,5270.81038085,36.0927118947585
80754,130.03094305,83.904832355,7.9348747085,NA,0,0,213.935775405,26.9614560108716
80755,464.6678604,786.6273853,62.98032567,NA,NA,0,NA,19.8680339040552
80756,20.47236252,26.620765545,4.2629687285,NA,0,0,47.093128065,11.0470263950471
80757,872.01419885,1085.8892555,86.178303835,29.8526873,NA,26.525435695,NA,22.7192154779313
80758,409.7361537,1113.012887,78.9974049,NA,31.739060945,NA,NA,19.2759375150056
80760,1116.458307,1878.1190125,102.52509933,69.956757255,81.452530965,NA,NA,29.2082362179556
80761,0,0,40.22792619,NA,0,0,0,0
80762,145.2997608,446.8469317,78.08236249,169.2289819,21.513087385,0,613.659779885,7.58361649951147
80763,15.30616242,33.777672075,23.858493875,10.7460319,0,0,49.083834495,2.05728973304691
80764,0,0,3.0942007605,NA,0,0,0,0
80765,89.112466495,243.43422785,69.368107085,143.92812015,34.055825465,0,366.60251981,4.79394217774337
80766,0,0,10.072091936,NA,0,0,0,0
80767,14.21288624,47.714835055,106.45233115,NA,0,0,61.927721295,0.581741335544252
80768,0,0,NA,NA,0,0,0,NA
80769,227.42869745,641.47870085,44.91593047,NA,28.901374575,0,897.808772875,19.3451942152319
80771,34.129218085,71.54644963,6.4027042275,NA,0,0,105.675667715,16.5048491949881
80773,13.826238205,27.44469388,5.350826516,NA,0,0,41.270932085,7.71300133943644
80774,14.42112027,13.99091916,4.2981163055,NA,0,0,28.41203943,6.61034681486936
80776,0,0,3.270944204,0,0,0,0,0
80777,0,0,3.3103355665,NA,0,0,0,0
80779,0,0,3.115394235,NA,0,0,0,0
80782,1291.387331,2003.872587,229.3508743,NA,48.14242441,0,3343.40234241,14.3677669773766
80783,478.28095235,735.8948238,86.115179995,50.05522048,12.42551734,0,1226.60129349,14.0994395671065
80784,52.3480382,81.17500045,11.82125644,NA,0,0,133.52303865,11.2951647168564
80786,395.68031475,930.25438145,73.816906945,NA,14.64783983,0,1340.58253603,17.9624797499025
80788,699.31680335,944.12759535,152.0194604,56.45702862,30.480413075,63.146706145,1737.07151792,10.8107501130165
81581,15.2517795,20.67009863,NA,NA,0,0,35.92187813,NA
82215,366.5094895,646.2821156,71.19193901,NA,19.95851183,0,1032.75011693,14.2262118321814
82217,338.45460995,365.02260005,30.052806035,NA,0,0,703.47721,23.4080374784544
