"","Sample Name","AlphaVar","BetaVar","LutVar","LycoVar","PhytoVar","ZetaVar"
"353",90376,0.138928705134075,0.163347440381769,0.201406529978853,0.455843594809929,0.189844750571447,NA
"354",90377,0.345106379109929,0.347274517751893,0.354342249926971,1.32762566030431,NA,NA
"355",90378,0.0615526468645825,0.0639143600771958,0.0745047418015466,0.118243682942696,NA,NA
"356",90379,0.14951505118084,0.157853289239018,0.156419564266425,1.57092831224701,0.125614878511842,NA
"357",90380,0.118586629567797,0.0979291017520246,0.134276465922258,0.186471057400404,NA,NA
"358",90381,0.220106601795341,0.227666862968689,0.287992793613587,0.352224505609041,NA,NA
"359",90382,NA,0.216840874229609,0.198077686285638,Inf,0.261693859940772,NA
"360",90383,0.175476365098518,0.181174613519026,0.22777177487081,0.75587655078083,1.4142135623731,NA
"361",90384,0.0377753204775585,0.0236051231997885,0.0452003183372382,Inf,NA,NA
"362",90386,0.154606569097334,0.159933186612644,0.161219831152828,0.324888301652682,NA,NA
"363",90387,NA,NA,0.224404647196762,Inf,NA,NA
"364",90388,0.205682530226634,0.235060129297109,0.28286022434145,Inf,NA,NA
"365",90389,0.188749618773686,0.196945881505114,0.223056833172116,Inf,0.19868599439018,NA
"366",90390,NA,NA,0.0788475472681506,Inf,NA,NA
"367",90391,NA,NA,0.246917996246351,Inf,NA,NA
"368",90392,0.216475250172588,0.234418309486896,0.248894068180211,Inf,NA,NA
"369",90393,0.377267203201008,0.399844419519026,0.489290068399112,2.46183716293499,1.4142135623731,NA
"370",90394,0.130631810947058,0.138922644255142,0.195115727138415,0.25445890527908,0.158453732577295,NA
"371",90395,0.0280302251416255,0.0190624285611938,0.0619537961881816,0.146349703549762,0.0051165059193264,NA
"372",90396,0.230687493581446,0.242990110017665,0.251319148131081,0.77718114306351,1.41421356237309,NA
"373",90397,0.0673022630648955,0.0725511337868519,0.14424153727734,0.147474804116054,NA,NA
"374",90398,0.128562520241143,0.128069689337509,0.216866311498275,0.306976401537679,NA,NA
"375",90399,0.121703728045255,0.137056022216417,0.158707499229524,0.371789819507679,0.135494569082706,NA
"376",90400,0.00396709148962969,0.00186183461753925,0.00513563603640782,0.0125147432258925,0.00120488261622492,NA
"377",90401,0.0814311307692836,0.0783027827407073,0.136891103042383,Inf,NA,NA
"378",90402,0.30889660310223,0.314290120018502,0.389533172171355,0.666170358389687,0.331756028020733,NA
"379",90403,0.0623812656264115,0.0470060745206665,0.0982863405409818,0.22558953298658,0.19778919613044,NA
"380",90404,0.236847674321052,0.247223224074852,0.344484004649298,0.416027981784311,0.273008397990109,NA
"381",90405,0.235750362827271,0.243146746336704,0.337254733744517,0.211018907841113,NA,NA
"382",90406,0.238111536173584,0.240105293915168,0.328824429111627,0.568218644225846,0.350769399453497,NA
"383",90407,NA,NA,0.0241863363754236,Inf,NA,NA
"384",90408,NA,NA,0.0903633863271365,Inf,NA,NA
"385",90409,NA,NA,0.262152638390479,Inf,NA,NA
"386",90410,0.0081708250479341,0.000643862685840882,0.00583138803808697,0.0494335216729252,0.00434943871933366,NA
"387",90411,0.0270879529030812,0.0373454155507285,0.0420251893890035,Inf,0.022354972331611,NA
"388",90412,0.0379334096750947,0.0474130171332256,0.0527364831434282,0.0961720088945115,0.0404674937062436,NA
"389",90413,0.16465967037744,0.156468300598159,0.223409252276537,Inf,0.164773104231709,NA
"390",90414,0.0204223271532655,0.0153380039308934,0.0454629731288375,Inf,NA,NA
"391",90415,0.00322318636912104,0.0207091516749042,0.0256365108179659,0.0504556012842085,0.0301243815795365,0.00524233538866557
"392",90416,NA,NA,0.0452950962293518,Inf,NA,NA
"393",90418,NA,NA,0.0735685021809449,Inf,NA,NA
"394",90419,0.00764545024350409,0.0152119944352657,0.00587630443015404,0.00628167115828608,0.0290060660433267,NA
"395",90424,NA,0.33908408140729,0.459278359535968,0.0695747364908404,0.341645127403257,NA
"396",90425,0.250065255521296,0.266476342965467,0.368151077948734,0.502700911364872,0.26553098123725,NA
"397",90426,0.142111778748339,0.136970505868397,0.127305605161155,0.0815851793357707,0.147990071210481,NA
"398",90427,0.142174470993379,0.136083617649722,0.134731343761662,0.145022940515372,0.131003451219301,NA
"399",90428,NA,0.419880744003942,0.561394825736656,0.0886559549617631,0.431389272004363,NA
"400",90429,0.0390406600735686,0.0497228400753601,0.0490447654558304,Inf,0.0413162455131037,NA
"401",90430,NA,NA,0.070862736143825,Inf,NA,NA
"402",90431,NA,NA,0.0454141585539693,Inf,NA,NA
"403",90432,0.12024499982157,0.12522071665268,0.170039160993071,0.405788095156793,0.140013051709571,NA
"404",90433,0.00399399328115442,0.0153945195317312,0.104631296092558,Inf,NA,NA
"405",90434,NA,NA,0.0183469337689377,Inf,NA,NA
"406",90435,NA,NA,0.179546345044675,Inf,NA,NA
"407",90436,0.0490825374227393,0.0415512791591418,0.0194969703146684,0.0450084292633429,0.0255375332589034,NA
"408",90437,NA,NA,0.035724624203151,Inf,NA,NA
"409",90438,NA,NA,0.0220619115783693,Inf,NA,NA
"410",90439,NA,NA,NA,NA,NA,NA
"411",90440,NA,NA,NA,NA,NA,NA
"412",90441,NA,NA,NA,NA,NA,NA
"413",90442,NA,NA,NA,NA,NA,NA
"414",90443,NA,NA,NA,NA,NA,NA
"415",90444,NA,NA,NA,NA,NA,NA
"416",90445,NA,NA,NA,NA,NA,NA
"417",90446,NA,NA,NA,NA,NA,NA
"418",90447,NA,NA,NA,NA,NA,NA
"419",90448,NA,1.4142135623731,0.0638197767697882,0.00943819885066423,0.37857349135191,NA
"420",90450,NA,0.279730179618589,0.211026698414936,0.0345660261698115,0.246605042129785,NA
"421",90451,0.301036539277757,0.341016693201575,0.106615959257965,Inf,0.392202940025985,NA
"422",90452,NA,NA,1.4142135623731,Inf,NA,NA
"423",90453,NA,NA,0.270133513787962,Inf,NA,NA
"424",90454,0.11571706329194,0.109979527260476,0.130688903450088,Inf,0.0961453248324573,NA
"425",90455,NA,NA,0.162972630977,Inf,NA,NA
"426",90456,NA,NA,0.371323755348363,Inf,NA,NA
"427",90457,0.0249520276922906,0.0281629860050188,0.0336416687823604,0.374577990520485,0.0208809677470736,NA
"428",90458,NA,NA,0.0219493787436377,Inf,NA,NA
"429",90459,NA,NA,0.0601906341958059,Inf,NA,NA
"430",90460,NA,NA,0.00485868891772004,Inf,NA,NA
"431",90461,NA,NA,0.163024409670946,Inf,NA,NA
"432",90462,0.0375416257056104,0.0538076250901531,0.0612158934391392,0.408042825249335,0.0724673978094406,NA
"433",90463,0.0762614378908835,0.0595676274345523,0.0729087806423826,0.106591517589129,0.042406541518512,NA
"434",90464,0.473404960443951,0.496239758936632,0.575013926090287,1.94076603902355,0.562148112246132,NA
"435",90465,0.0532381647042227,0.0608814773042304,0.0671459655755644,0.151877869157478,0.0670583488969843,NA
"436",90466,0.168481638167653,0.186272513461923,0.257246651131971,0.0791485095280528,0.215208612200226,NA
"437",90467,NA,NA,0.058959217559677,Inf,NA,NA
"438",90468,0.32308395042205,0.353669385605961,0.404787239492961,Inf,0.379352112162416,NA
"439",90469,0.0100419635594405,0.0104556781625694,0.0113257894647316,0.0181299102620512,0.0262883070913335,NA
"440",90470,0.22351989637922,0.239998788325377,0.352149152498935,0.659161982430916,0.256519672402978,NA
"441",90471,0.0090329491516773,0.00128855684367436,0.0046943264412078,0.00535522031516428,0.0217524837563116,NA
"442",90472,0.113807508293281,0.118784876252282,0.148008203305117,0.232033436270441,0.14591597827906,NA
"443",90473,0.0474655525468506,0.0618690797655054,0.0811579336801662,0.237191997039113,0.0948924005467397,NA
"444",90474,0.0537153723508954,0.0562250055149767,0.059035136517652,Inf,0.172953322966016,NA
"445",90475,NA,NA,0.0851894908020025,Inf,NA,NA
"446",90476,NA,0.224921829728333,0.309229021092087,0.0571738751612815,0.201762013033036,NA
"447",90477,NA,NA,0.22904937391796,Inf,NA,NA
"448",90478,NA,NA,0.081409242818107,Inf,NA,NA
"449",90479,0.167630666116131,0.199015315913124,0.233297192981991,0.537745511054854,0.190873037719217,NA
"450",90480,0.0233944704713245,0.0142491920226785,0.0490484924132291,0.0269038008129819,1.41421356237309,NA
"451",90481,0.0183016389992041,0.00565469318607453,0.0361786499183885,0.0426113622925977,0.00069659030787253,NA
"452",90482,0.0341201882949023,0.0359449788595682,0.0404041335680436,Inf,NA,NA
"453",90483,0.0380857096136744,0.0201896878568214,0.0314296803435223,Inf,0.0469202603698609,NA
"454",90484,0.0225055050335694,0.0152809279699715,0.0222590205471179,0.0237620259661717,0.0152540409126751,NA
"455",90485,0.0107062400393139,0.0130041402225652,0.0226222619444208,0.0645746362426097,0.0199421156975493,0.00228476457499277
"456",90486,0.00602317682597476,0.00770250077854868,0.00291697192022053,0.00314555078600787,0.0197879889317353,NA
"457",90487,0.0369682432127348,0.0302624360824938,0.0499339109752267,0.0815556460308563,0.0292109090671663,NA
"458",90488,0.0165409709571597,0.00177867841315816,0.012962690808008,0.0224566356945196,0.000458849768783947,NA
"459",90489,0.0113249394546338,0.0023361452668926,0.00952715721083659,0.0215376801921201,0.00243366252441397,0.102226829231041
"460",90490,0.00191420168338859,0.0218539723266562,0.0259081325822118,0.0898374269692829,0.0253250085993688,NA
"461",90491,0.00207315977951161,0.0132842544292433,0.000165233442945874,0.000209337545654654,0.00596749896982088,NA
"462",90492,0.00931248466150998,0.0090780375181844,0.00120408591389846,0.002349763218652,0.0169843453615914,NA
"463",90493,0.0117839823657686,0.0222985415957448,0.0147194823286124,0.0242689061491888,0.0188493540605563,NA
"464",90494,0.0315963927142488,0.00818401379479867,0.0262103611806157,Inf,0.00798652514614576,NA
"465",90495,0.0197222246510408,0.0349575271738899,0.0303794509060359,Inf,0.0166426104691616,0.0597373749495955
"466",90496,0.0216501741005037,0.0342620040065735,0.0447148733642563,Inf,0.052968919859057,NA
"467",90497,0.00493323387995234,0.0234033916651833,0.0157400219755279,Inf,0.0351398114700472,NA
"468",90498,0.0127543547878679,0.0219697519915763,0.0248443570033746,Inf,0.05386930549501,NA
"469",90499,NA,NA,0.00492548405797531,Inf,NA,NA
"470",90500,0.0124104713314298,0.0409059369093754,0.0292372015219414,0.202134244495455,0.0212068789834228,NA
"471",90501,NA,NA,0.00127451068770526,Inf,NA,NA
"472",90502,0.00156847395493757,0.0144691799911007,0.0057891127586469,0.0134570151787746,0.0126792649383984,0.0632134014685966
"473",90503,0.0196527273626097,0.00621222930610934,0.0172881409833966,Inf,0.0136013971628315,NA
"474",90504,0.0351292817432829,0.0427780496826091,0.0613479036525951,Inf,0.0399104252582793,NA
"475",90505,NA,NA,0.184702356114865,Inf,NA,NA
"476",90506,NA,NA,0.0171752035364206,Inf,NA,NA
"477",90507,NA,NA,0.124334767824719,Inf,NA,NA
"478",90508,NA,NA,0.0130642781882257,Inf,NA,NA
"479",90509,0.0474807020383576,0.0112439259626451,0.0225863539435104,Inf,0.00278736733032916,0.0259599589991784
"480",90510,0.0153621048759862,0.0111060348530444,0.0181640400717472,0.0489783887155528,0.0117174867325875,0.0132810896751574
"481",90511,0.0237155226220608,0.0139734016652467,0.0304145813021277,0.0436842583694855,0.0433099460977149,NA
"482",90512,NA,NA,0.0525489331361996,Inf,NA,NA
"483",90514,0.031705927355499,0.0121393647699365,0.0150929942169846,Inf,0.00198217370720772,NA
"484",90515,0.0183249724306325,0.00963616129659821,0.00984652871826689,0.0143298494419759,1.4142135623731,NA
"485",90516,0.0241765767838008,0.014000515876722,0.0230689968182056,Inf,0.017785972886343,NA
"486",90517,0.0444667008695164,0.0161339230722657,0.0609416127558585,Inf,0.0295273613058394,NA
"487",90518,0.0133838232024012,0.0159871982680667,0.0169651648019623,0.0190187528140729,0.012120596211608,NA
"488",90519,0.03686012635632,0.00744074205945186,0.0233100904881775,0.0699447004873401,0.0228363880232565,NA
"489",90520,0.0130571827113317,0.00393333115945699,0.0018031514315761,0.00268613967056824,0.0019208555086115,NA
"490",90521,0.0208169679326483,0.00908723930402115,0.00650837242418184,Inf,0.010984957145462,NA
"491",90522,0.0125816439555264,0.00847917405237637,0.00371605837705809,0.00474369334981329,0.00566445058149451,NA
"492",90523,0.0139323376585509,0.000621545629520153,0.00955258683360109,Inf,NA,NA
"493",90525,0.0519468695732865,0.04801432442384,0.115732466484747,0.122378210921078,0.0363490935008223,NA
"494",90526,0.042424086404313,0.0246061915214823,0.0687160333355292,0.103532768525553,0.0150110551244947,NA
"495",90527,0.0206816307335831,0.00638446392966228,0.0292912174829476,Inf,0.0215460435238138,NA
"496",90528,0.00793397460892403,0.000567087655351548,0.0391807046899989,0.0841549095587895,0.0016224768907368,NA
"497",90529,0.0207667022354374,0.0291571419519173,0.065890997441203,Inf,0.0367087164181034,NA
"498",90530,0.0210376467538396,0.0126999528415598,0.0420400389573307,0.0699610950570595,0.020602448515301,NA
"499",90531,0.00955666715341765,0.0121914445063476,0.0221764544607056,0.0554067546965381,9.19573038559303e-05,NA
"500",90532,NA,NA,0.00690843183889084,Inf,NA,NA
"501",90533,NA,NA,0.0158267451318976,Inf,NA,NA
"502",90534,NA,NA,0.00853358304836384,Inf,NA,NA
"503",90535,NA,0.00221779463736584,0.0158064920962111,Inf,0.00783186734395484,NA
"504",90536,0.0248372320028198,0.008821697519011,0.0110225092127079,0.0166792922724752,0.0142477851798802,1.41421356237309
"505",90537,0.00473794921705618,0.010609245492763,0.00209765823653372,Inf,0.0143831761604406,1.4142135623731
"506",90538,0.0226106166871161,0.00207696665103517,0.0101723217961064,Inf,0.0203437421645815,NA
"507",90539,0.00625206076128977,0.00228595945444476,0.00625127215540195,0.0100094878307211,0.00493512925669736,1.41421356237309
"508",90540,0.0129654751636233,0.020048076871172,0.0019776648991228,Inf,0.0427931873821375,1.4142135623731
"509",90541,0.00127828268837986,0.0150216528157532,0.00932281242181989,0.0104202444911113,0.0244574619019952,1.41421356237309
"510",90542,0.0187965495394949,0.00248264210726643,0.00817372959969875,0.0138244738555521,0.042815064851685,1.41421356237309
"511",90543,0.00191448528304064,0.00129516872963983,0.0250428004809145,Inf,0.0339652552650804,1.41421356237309
"512",90544,0.0052656108727008,0.00125068984480415,0.0238508945549594,0.0218151192743505,0.0130608762942269,1.41421356237309
"513",90546,0.0032943963892758,0.004438769717967,0.0110202274826684,0.0249603803217592,0.0143543626534788,1.41421356237309
"514",90547,0.0183708471905287,0.0217480023460488,0.0315929774027646,Inf,0.001133477308078,1.4142135623731
"515",90548,0.00441724293930157,0.00129239145318719,0.00886683097726453,Inf,0.0017711024637266,1.41421356237309
"516",90549,0.00466493760039173,0.025293154768383,0.011702393765622,Inf,0.0150840129921875,0.426470491980803
"517",90550,0.0708420581436758,0.072747889919777,0.0759256036280439,0.119170556157414,0.0649366144486562,1.41421356237309
"518",90551,0.0177838989155766,0.00424754179115962,0.00607365918927882,Inf,0.00377968957412739,NA
"519",90552,0.0131069063005232,0.0230664449808863,0.0506307234897823,Inf,0.0235695157541213,NA
"520",90553,0.0162863586349803,0.0112704016619491,0.0133100889865274,Inf,0.0243486182870617,NA
"521",90554,NA,NA,0.0324769642538074,Inf,NA,NA
"522",90555,0.000246956862999494,0.00697866181681231,0.00642582653253226,0.013431503910018,0.00288914237706997,0.0105640805126653
"523",90556,0.0166813380122345,0.0063251242090905,0.00706540761988884,Inf,0.00263494678716245,NA
"524",90557,0.00356172618353194,0.0131213393795626,0.0198512259212384,0.0650421801306446,0.00137218216211435,NA
"525",90558,0.0264746248896321,0.0242176087567941,0.0282260878086637,0.0367378572821373,0.0267740759830452,NA
"526",90559,0.026306863840703,0.0326684313421064,0.0454615498761227,Inf,0.0329479574503168,NA
"527",90560,0.0102212895857214,0.00422785625503452,0.00177966363653835,0.00300711053477537,0.0118865258636225,1.4142135623731
"528",90561,0.0205244743366713,0.00501856407857126,0.0223561730596481,Inf,0.0378168867671045,NA
"529",90562,0.00375584397413944,0.0020462009782342,0.0169133921766961,0.0203624373057779,0.0096126566933162,NA
"530",90563,0.00880906664752668,0.00423081814691072,0.0210344109550516,0.102007877757629,0.0122521099638941,NA
"531",90564,0.0139438408899832,0.0192415778047996,0.0494207157590917,0.0818015042111636,0.028927367328307,NA
"532",90565,0.00280875243883583,0.013651971877365,0.0135248291170397,Inf,0.0326195093760306,NA
"533",90566,0.0258230954264376,0.0471304935533845,0.068146020514195,0.0923440025439282,0.0261994066562593,NA
"534",90567,0.00773883873501493,0.00153989760876029,0.00231059866395004,0.00570184129015208,0.0143379871173239,0.0801049097917473
"535",90568,NA,NA,0.0718310753628429,Inf,NA,NA
"536",90569,0.0110901619128635,0.00544985552377264,0.00475200931917787,0.00531233615241349,0.0239872047250903,NA
"537",90570,0.0129064583030374,0.0114734518934563,0.0261049847230203,0.0422037555387403,0.0124932482099891,0.062350239724857
"538",90571,0.0396138573801169,0.0252337019392425,0.0428091586555405,0.089838168132389,0.0513330571060554,NA
"539",90572,0.00825439083567924,0.00578659843079901,0.0131972283748963,Inf,0.0121089649850558,0.0363345003201704
"540",90573,0.016357067603493,0.00624047981679569,0.0160111541045871,Inf,0.0244656652554843,NA
"541",90574,0.000793980052068527,0.00258534159347422,0.00233497016878315,Inf,0.00730928286794156,NA
"542",90575,0.00555221493616658,0.00386699121821193,0.00187880321026108,0.00196847758158935,0.0322848533469993,NA
"543",90576,NA,0.0288741714212678,0.0213530354457872,0.00424070155842713,0.0336553839295666,NA
"544",90578,0.0278327898905626,0.0180167644939689,0.0308612859477226,Inf,0.0284924948934583,NA
"545",90579,0.0147442620988971,0.00392377713487037,0.00272009624664708,Inf,0.0117640147674174,0.010487379508837
"546",90580,0.00155524904536633,0.00680036219023178,0.00274246513019028,0.00294690776118425,0.00532158183919085,0.0143610399765288
"547",90581,0.0268044487660576,0.0258006155912784,0.0564254538785597,Inf,0.00371699342421437,NA
"548",90582,0.0333480467760572,0.0128768527658744,0.022034726485701,Inf,0.0323349153940302,NA
"549",90583,0.00122145303611669,0.00834089268554613,0.00736824027323575,0.0129654640576649,0.00277769723797866,0.00634460209352377
"550",90584,0.00737860244125407,0.0184515147611199,0.0143178785289303,Inf,0.0200277224920722,NA
"551",90585,0.00248507164049125,0.00238572268118763,0.0048805695055588,0.00736343334244307,0.000386609748714919,0.0127206926834101
"552",90586,0.0390498599164486,0.0432677134507572,0.0742623560491227,Inf,0.0535877863750538,NA
"553",90587,0.00307378593290941,0.0144349956217353,0.0155412508462991,Inf,0.0100906647182406,NA
"554",90588,0.032782811010309,0.0124198689834897,0.0318274019665009,Inf,0.0218436637583934,NA
"555",90589,0.0333568458730216,0.0253712824702097,0.026207632681268,0.085310663463731,0.0204848572726641,0.0333698273153268
"556",90590,0.0549658630031071,0.0207606384288125,0.0463422655597261,Inf,0.0342864197245094,NA
"557",90591,0.003375607543626,0.00255386854207819,0.00418971802245242,0.0109909397640532,0.00673880619924924,0.00346847255507851
"558",90592,0.0013538022693559,0.0105498703092431,0.00473254172164769,0.0128001863423017,0.00613520382184215,0.0164704165812774
"559",90593,0.00416815980086908,0.00177351140042522,0.0203828315566693,Inf,0.0270436344660276,NA
"560",90594,0.028292511315723,0.00920552551747702,0.0210602575048724,Inf,0.0131675413901724,NA
"561",90595,0.0124400876991959,0.0178651916460618,0.0093336864643704,Inf,0.0619221245636827,NA
"562",90596,NA,NA,0.363377924792605,Inf,NA,NA
"563",90597,NA,NA,0.940435837917612,Inf,NA,NA
"564",90599,NA,NA,0.538568507248107,Inf,NA,NA
"565",90600,NA,NA,0.0129786739070381,Inf,NA,NA
"566",90601,0.0246231921455822,0.0331784834224581,0.0461414932626145,0.0799881863872159,0.00706649214812577,NA
"567",90602,0.00341732028895409,0.00352258444104941,0.0193784565738925,Inf,0.00302577836513807,NA
"568",90603,0.00948146298215753,0.00717368449721248,0.0126900624966085,0.013426430726759,0.00814017458641511,NA
"569",90604,0.00339611244077043,0.00228185075604334,0.0116479046737033,0.0356864977327883,0.0119763329201493,NA
"570",90605,NA,NA,0.197746767469855,Inf,NA,NA
"571",90606,0.00824532568182491,0.00561513306789426,0.00245178595529619,0.00423571960501881,0.00362732900301772,0.0145757171854612
"572",90607,0.0114056778390082,0.00642862140819025,0.0211909567274602,Inf,0.00193707149040126,NA
"573",90608,0.01640366914479,0.00385686053831285,0.0149332506493948,0.0464680463300657,0.00716410746021671,0.278992005544519
"574",90609,0.0014579838637922,0.00841138680906098,0.00163442510544111,Inf,0.0294576636795514,NA
"575",90610,0.0222382623080917,0.0326398511604032,0.0438364219090981,Inf,0.018093357743627,NA
"576",90611,0.0125580640079895,0.0166834897001739,0.0105780303711171,Inf,0.0270910947396622,NA
"577",90612,0.0919868499598775,0.0893248905162453,0.109418071447023,Inf,0.101967028110506,NA
"578",90613,0.0367456460231412,0.0334026390305745,0.064400108513945,0.0971893922097244,0.0501864225149367,NA
"579",90614,0.000918773793188468,0.00301636697536029,0.0269581580365732,Inf,0.0146188679995541,NA
"580",90615,0.0161473248202852,0.0132365304520185,0.0563499661687406,0.0736850129853363,0.0141329548601155,0.00763410991657209
"581",90616,0.00650334925685491,0.0109674738296591,0.000118373963404097,Inf,0.00525605675839781,NA
"582",90617,0.00975761777475055,0.0183192820151913,0.0291531496043406,Inf,0.0371664142996704,NA
"583",90618,0.00401320804239779,5.87927874740919e-05,0.0166011291624302,Inf,0.0172219584386347,NA
"584",90619,0.00356065038508748,0.0162393748123643,0.011497151913218,Inf,0.034599689994778,NA
"585",90620,0.00943414436404314,0.00890040243515211,0.0196507272370738,0.0276683448297433,0.00513603969271658,0.0111320383487634
"586",90621,0.06072329387443,0.0216355969117927,0.0228166693876408,Inf,NA,NA
"587",90622,0.0160437515935037,0.00463287631688649,0.0232932368920708,Inf,0.00762924857520648,NA
"588",90623,0.0215810806779606,0.00573425491966541,0.0369186115792397,Inf,0.00193666663625647,NA
"589",90624,0.0202232523227796,0.00456654986613617,0.0118183302387192,Inf,0.0175084458315071,NA
"590",90625,0.000270507630914575,0.0196523903063149,0.0411789898693078,Inf,0.0205121939800789,NA
"591",90626,0.00728133617057396,0.0171741290455249,0.027376268961833,Inf,0.00886184151169308,NA
"592",90627,0.0105693047934973,0.00501739317969713,0.0016886972337846,0.00580272842882727,0.00613103428610835,NA
"593",90629,0.0059818822195782,0.000235457030094355,0.00105730842609812,Inf,0.00529713348396081,NA
"594",90630,0.0204708476623966,0.000163062439723251,0.00443954038542486,Inf,0.0585881435508122,NA
"595",90631,0.00258058287754632,0.00680740882568606,0.00753618257825535,Inf,0.0213382616309685,NA
"596",90632,0.00253471690447814,0.0221958371086674,0.0228007480636708,Inf,NA,NA
"597",90633,0.00854946996557463,0.00676147570879895,0.00500096324313257,Inf,NA,NA
"598",90634,0.0145113185459575,0.0309060336690776,0.0200064717486059,Inf,0.0192004990572786,NA
"599",90635,0.000523666162511087,0.0108208505136156,0.00394636023656201,Inf,0.00798374159733538,NA
"600",90636,0.0144135045261137,0.0337322488953144,0.0166586720819822,Inf,0.0237990269108319,NA
"601",90637,0.00843862092540573,0.0195524164716905,0.0204216254035889,Inf,NA,NA
"602",90638,NA,NA,0.00577091465525089,Inf,NA,NA
"603",90639,0.00454903675216812,0.0274765581432132,0.0255109197637555,Inf,0.0197749743212947,NA
"604",90642,0.00197632980914829,0.0337979090996506,0.0239046923972328,0.0662173958266992,0.0277254984566013,0.0223612453370244
"605",90643,0.0148243227148099,0.004492167912885,0.00123874677693723,Inf,0.00517519981119661,NA
"606",90644,0.0362744253582768,0.0426120521690193,0.0568664218697157,Inf,0.046037313979595,NA
"607",90645,0.0051375560884829,0.0375613219696601,0.0212842373197443,0.0780015804725901,0.0280349483802043,0.0428535510464012
"608",90646,0.00049141601248562,0.019222774640409,0.0290548615159908,0.0463280203781121,0.00440564976125285,NA
"609",90647,0.0601947219694357,0.064676225856073,0.055142347762632,Inf,0.0509502451095335,NA
"610",90648,0.00319163418475471,0.0261520263731928,0.0198773001126429,Inf,0.0190450361534478,NA
"611",90649,0.0133621104590641,0.0287061761441879,0.0359242279502044,0.0526929491404353,0.0272867543880739,0.085401308824763
"612",90650,0.0069678061016747,0.0142260728027897,0.0286855258779367,Inf,NA,NA
"613",90651,NA,0.00543437331776257,0.016578074826213,Inf,NA,NA
"614",90652,NA,NA,0.0370513612772979,Inf,NA,NA
"615",90653,NA,0.0881082771490031,0.0759198662039531,Inf,NA,NA
"616",90654,0.0276379305769465,0.0197014502185331,0.0151331806483148,Inf,0.00110404747844627,NA
"617",90656,0.0635168552301614,0.0857092351708436,0.137854243842796,0.171277533977099,0.0841586413573396,NA
"618",90657,NA,0.0391898406023725,0.0463106087266012,Inf,NA,NA
"619",90658,0.01866981142932,0.033574597957048,0.0726139497165542,0.078036308801893,0.0287737771467325,NA
"620",90659,NA,NA,0.0486408155858049,Inf,NA,NA
"621",90660,0.0714580348043719,0.0793616915111338,0.110834863086082,Inf,0.0548853905166343,NA
"622",90661,0.0229750883811126,0.03476101800137,0.0286359218091186,0.0521872693206979,0.0351410178768888,NA
"623",90662,0.00402294122224455,0.0158129066430121,0.0277771149715958,0.0489260369144983,0.0226963616913499,0.0121439104709458
"624",90663,NA,NA,0.0797974168439794,Inf,NA,NA
"625",90664,0.0202389380752446,0.0231484334133968,0.0388020499262766,Inf,0.0560117395460498,NA
"626",90665,0.0109347028434502,0.0256829284956838,0.0302444208544895,0.0783518753141714,0.0220396393221146,NA
"627",90666,0.0275372561753215,0.012374616557814,0.052461379029039,0.0303768161921775,0.0175059967220928,NA
"628",90667,NA,NA,0.00922435255057274,Inf,NA,NA
"629",90668,0.0863353809377327,0.0770872459348078,0.156913480803768,0.0468393895345425,0.0784529124402275,NA
"630",90669,0.0177240882278509,0.00121843888334513,0.00806105533386628,0.0129196653789597,0.00431617248489241,NA
"631",90670,0.0221448455091359,0.0267708687926498,0.0569333327844775,Inf,0.0189148740135022,NA
"632",90671,0.00570430195005769,0.0102612477986022,0.00620682718153463,Inf,0.00547902746225843,NA
"633",90672,NA,0.0637472827400601,0.0826549602773484,0.0280988241184558,0.0643634324721842,NA
"634",90674,0.0148990984140131,0.0113771660750245,0.0391669524859864,0.0314856469582679,0.00324771213033606,NA
"635",90675,NA,0.0613942223663542,0.105892369403682,0.0178605857977761,0.0507422636591474,NA
"636",90676,NA,NA,0.036640312171204,Inf,NA,NA
"637",90677,NA,0.0519860367285718,0.0594868448283372,0.0111449924028403,0.0476075845219768,NA
"638",90684,0.0193638099844861,0.0403046727382118,0.0477140956589068,Inf,0.0479065442265762,NA
"639",90685,0.132988299979353,0.062772126223548,0.0374880916169624,Inf,NA,NA
"640",90686,0.0522737343797118,0.0485275693469581,0.0496865084203321,Inf,0.0527730540796883,NA
"641",90687,0.0299195763500677,0.00719351552456263,0.0334756687963347,Inf,0.00960720785604918,NA
"642",90688,0.0033226341082832,0.0176446676829091,0.0156844139673097,Inf,0.0124278187243077,0.0150164295500415
"643",90689,0.0568059662959429,0.0791429289484901,0.0841647849263425,Inf,0.0780294677241461,NA
"644",90690,NA,0.0057693940760032,0.0102717274524217,Inf,0.00312914013401562,0.0219236550736349
"645",90691,0.00781365556184918,0.00180323129450328,0.0174755130658666,Inf,0.00382456362441802,NA
"646",90692,0.00858281339589258,0.00229880377986647,0.00143295228733428,Inf,0.0167354367088485,NA
"647",90693,0.0212287724525623,0.0200993977126278,0.0150714763155212,Inf,0.0277787992252099,NA
"648",90694,0.00947696684306094,0.0056396355077814,0.0316029732421204,0.0629747560229211,0.0120724896173809,NA
"649",90695,0.0112628596863962,0.0146903337172896,0.0431943508728624,0.113465288767445,0.00273468656497338,NA
"650",90696,0.00748950313556873,0.0309530832421127,0.0168714784029232,0.037566062742413,0.0201808579124204,NA
"651",90697,0.0518654467416146,0.0465827423547526,0.0399679978741474,Inf,0.0437752333288861,0.093449363298484
