"Sample.Name","ID","Exterior","Interior","Color","Alpha..ug.g.","Beta..ug.g.","Lut..ug.g.","Lycopene..ug.g.","Phyto..ug.g.","Zeta..ug.g.","AB.Ratio","Total"
80361,"PI 326003","Orange","Orange","Orange",129.9562416,223.4953281,73.42904312,NA,0,0,4.81351185691442,353.4515697
80363,"PI 326005","Orange","Orange","Orange",296.4006999,420.0328911,63.37641069,18.42628802,13.92502165,25.9396673,11.3044204176278,756.29827995
80365,"PI 326007","Orange","Orange","Orange",26.23796178,46.1399402,9.857346586,NA,0,0,7.34253395156009,72.37790198
80366,"PI 326009","Orange","Orange","Orange",140.7138639,352.8715775,80.58234144,13.01572295,0,NA,6.12523082079358,NA
80367,"PI 326010","Orange","Orange","Orange",424.0172241,699.3706954,105.6856129,18.84590107,16.20370406,0,10.6295255207816,1139.59162356
80369,"PI 326012","Orange","Orange","Orange",66.72503876,130.6906139,35.90856889,NA,0,0,5.49773100857209,197.41565266
80370,"PI 326013","Orange","Orange","Orange",153.817901,379.0210861,68.20082061,NA,18.27857787,29.28943159,7.81279436719669,580.40699656
80371,"PI 326014","Orange","Orange","Orange",224.9136963,436.1952122,143.1243781,NA,7.638482817,39.16313509,4.6191216148942,707.910526407
80372,"PI 326015","Orange","Orange","Orange",189.3590547,306.3330361,119.7335346,12.20553423,27.61410921,32.82753684,4.13996039168128,556.13373685
80373,"PI 339251","Orange","Yellow","Orange",48.67779997,62.56060583,63.36091441,NA,0,0,1.75563131996788,111.2384058
80376,"PI 341204","Orange","Orange","Orange",461.5081549,817.6103189,125.6643012,NA,110.2278497,98.23956483,10.1788531952621,1487.58588833
80378,"PI 341206","Orange","Orange","Orange",207.8431038,494.9021057,96.32310232,12.00518761,0,17.12089073,7.29570780606062,719.86610023
80382,"PI 344072","White","White","White",0,0,28.04174263,NA,0,0,0,0
80383,"PI 344110","Orange","Orange","Orange",192.3716884,229.2122531,82.14069138,9.170637019,7.224097721,0,5.13246156584761,428.808039221
80384,"PI 344360","Orange","Orange","Orange",78.88479164,164.4810647,57.29693195,NA,18.02152997,17.31431891,4.2474500476286,278.70170522
80386,"PI 344361","Orange","Yellow","Orange",0,11.37384541,64.74908008,NA,0,0,0.175660339821773,11.37384541
80387,"PI 344362","Yellow","Yellow","Yellow",0,0,20.83593642,NA,0,0,0,0
80388,"PI 344363","Orange","Yellow","Orange",53.09001184,128.1107882,79.69703095,NA,0,0,2.2736204583792,181.20080004
80389,"PI 344364","Yellow","Yellow","Yellow",0,0,52.23724272,NA,0,0,0,0
80390,"PI 344446","White","White","White",0,0,33.91730136,NA,0,0,0,0
80391,"PI 344447","Yellow","Yellow","Yellow",0,0,42.90491888,NA,0,0,0,0
80394,"PI 357977","Orange","Orange","Orange",116.4374303,215.83411,72.19803805,NA,0,0,4.60222395613976,332.2715403
80395,"PI 357978","Orange","Yellow","Orange",0,10.50518662,36.37871001,NA,0,0,0.288772928372454,10.50518662
80397,"PI 357980","Orange","Yellow","Orange",25.58360209,45.71122891,14.02851202,NA,0,0,5.08213778470284,71.294831
80398,"PI 357981","Orange","Orange","Orange",69.27128582,157.9617229,37.780179,NA,0,0,6.01460910812519,227.23300872
80399,"PI 357982","Orange","Orange","Orange",478.7844339,820.2766815,176.7103539,49.20509568,26.08255026,38.53928662,7.35135823526864,1363.68295228
80401,"PI 357984","Orange","Orange","Orange",36.29808476,72.0016091,25.61315282,NA,0,0,4.22828437487143,108.29969386
80402,"PI 357985","Orange","Yellow","Orange",0,0,3.689448008,NA,0,0,0,0
80403,"PI 357986","Orange","Orange","Orange",74.32692266,179.4066336,27.74038095,NA,0,0,9.14672212747677,253.73355626
80404,"PI 357987","Orange","Orange","Orange",78.60120192,220.9919364,66.47342721,NA,13.11560037,0,4.50696091497642,312.70873869
80407,"PI 368621","White","White","White",0,0,5.933068788,NA,0,0,0,0
80408,"PI 368622","White","White","White",0,0,3.733779441,NA,0,0,0,0
80410,"PI 369349","White","White","White",8.351718591,21.08713614,55.15245258,NA,0,0,0.533772359230955,29.438854731
80411,"PI 370505","White","White","White",0,0,3.664235987,0,0,0,0,0
80413,"PI 378882","Orange","Orange","Orange",525.7869407,756.8719461,74.24214231,23.94278432,10.81190206,0,17.2766955113475,1293.47078886
80414,"PI 378883","Orange","Yellow","Orange",11.26982944,16.77008897,11.94678445,NA,0,0,2.34706824479452,28.03991841
80415,"PI 379325","Orange","Yellow","Orange",0,0,2.82178225,NA,0,0,0,0
80419,"PI 379420","Orange","Orange","Orange",144.0802895,239.3247168,26.34945903,NA,13.70647919,0,14.5507733522528,397.11148549
80421,"PI 390895","White","White","White",0,0,15.33572945,NA,0,0,0,0
80424,"PI 418967","Orange","Orange","Orange",182.648958,385.7939058,118.7960529,126.7594811,26.5791789,NA,4.78503157237474,NA
80426,"PI 419084","Orange","Orange","Orange",1171.662642,808.5010086,35.85540559,17.68951172,17.0095381,0,55.2263631666257,1997.1731887
80427,"PI 419109","Orange","Orange","Orange",554.4922584,822.288885,108.9072883,NA,77.98194195,54.53705644,12.6417723266368,1509.30014179
80428,"PI 419110","Orange","Yellow","Orange",0,0,20.27745135,NA,0,0,0,0
80431,"PI 430525","Yellow","Yellow","Yellow",0,0,86.94437187,0,0,0,0,0
80433,"PI 430527","Orange","Yellow","Orange",0,0,9.9248048,0,0,0,0,0
80434,"PI 430528","Yellow","Yellow","Yellow",0,0,95.16196508,NA,0,0,0,0
80435,"PI 430529","Yellow","Yellow","Yellow",0,0,103.9985915,NA,0,0,0,0
80436,"PI 430530","Orange","Orange","Orange",180.562861,447.0082164,177.7060446,NA,33.84496107,84.3014239,3.53151227248687,745.71746237
80441,"PI 432898","Yellow","Yellow","Yellow",0,0,13.38145166,NA,0,0,0,0
80442,"PI 432899","Yellow","Yellow","Yellow",0,0,2.754568148,NA,0,0,0,0
80445,"PI 432902","Yellow","Yellow","Yellow",0,0,2.734084712,NA,0,0,0,0
80446,"PI 432903","Orange","Yellow","Orange",54.47707686,141.3000319,85.70769291,64.68775115,26.21284683,0,2.28424196373576,221.98995559
80447,"PI 432904","Orange","Yellow","Orange",18.51939219,22.60111655,13.10105473,NA,0,0,3.13871742294447,41.12050874
80448,"PI 432905","Orange","Orange","Orange",339.7264097,616.3661353,66.46533646,29.3658989,53.31704247,13.66946328,14.3848296860032,1023.07905075
80451,"PI 436674","Orange","Orange","Orange",1493.205238,1472.302775,98.22407456,NA,73.7534794,42.549464,30.1912542956923,3081.8109564
80452,"PI 451752","White","White","White",0,0,3.006362849,NA,0,0,0,0
80453,"PI 451753","Yellow","Yellow","Yellow",0,0,116.3554777,NA,0,0,0,0
80454,"PI 451754","Orange","Yellow","Orange",0,13.78869405,65.72805444,NA,0,0,0.209783998134115,13.78869405
80455,"PI 451755","Yellow","Yellow","Yellow",0,0,3.099442205,NA,0,0,0,0
80456,"PI 451756","Yellow","Yellow","Yellow",0,0,2.6181603,NA,0,0,0,0
80457,"PI 451757","Yellow","Yellow","Yellow",0,0,28.99071484,NA,0,0,0,0
80458,"PI 451758","Yellow","Yellow","Yellow",0,0,16.93056847,NA,0,0,0,0
80459,"PI 451759","White","White","White",0,0,3.823463552,NA,0,0,0,0
80460,"PI 451760","White","White","White",0,0,3.170361412,NA,0,0,0,0
80461,"PI 451761","Yellow","Yellow","Yellow",0,0,103.2616402,NA,0,0,0,0
80462,"PI 458857","Orange","Yellow","Orange",0,0,10.44044623,NA,0,0,0,0
80463,"PI 458858","Orange","Orange","Orange",185.6370468,409.3373731,95.73187833,NA,25.96449726,74.22194337,6.21500831571535,695.16086053
80466,"PI 478370","Orange","White","Orange",NA,0,11.83356444,NA,0,0,NA,NA
80468,"PI 483348","Orange","Orange","Orange",118.9851598,216.5027867,11.65735205,NA,0,0,28.7790867995618,335.4879465
80470,"PI 483350","Orange","Orange","Orange",19.73232354,34.6189402,4.673991004,NA,0,0,11.6284485129488,54.35126374
80472,"PI 483352","Orange","Yellow","Orange",44.35692519,36.00190632,7.478620573,NA,0,0,10.7451408619551,80.35883151
80473,"PI 502239","Orange","Orange","Orange",413.9977372,685.6058394,89.74559522,31.02027088,12.18163465,49.75264012,12.2524517655096,1161.53785137
80474,"PI 502347","Orange","Yellow","Orange",0,0,2.451596578,NA,0,0,0,0
80475,"PI 502348","Yellow","Yellow","Yellow",0,0,45.68619682,NA,0,0,0,0
80479,"PI 502913","Orange","Orange","Orange",337.2187728,547.7236462,55.49856748,39.11261628,50.47256908,29.18533156,15.9453200178348,964.60031964
80480,"PI 502914","Orange","Orange","Orange",41.82797865,69.56129755,13.71373241,NA,0,0,8.12246242450927,111.3892762
80482,"PI 502915","Orange","Orange","Orange",150.8208859,195.3922981,92.73129589,NA,20.3282355,45.23198553,3.73350960619256,411.77340503
80483,"PI 502916","Orange","Orange","Orange",29.44445815,78.99668896,8.790732719,NA,0,0,12.3358485096036,108.44114711
80484,"PI 502917","Orange","Orange","Orange",87.30158917,230.0641153,30.36026963,NA,17.97985566,19.24626541,10.4533229888183,354.59182554
80485,"PI 502918","Orange","Orange","Orange",70.13850208,209.8255383,43.73475122,NA,15.8946415,35.73194809,6.40140923568286,331.59062997
80486,"PI 502919","Orange","Orange","Orange",13.72629178,38.50299404,5.083918436,NA,0,0,10.2734311097827,52.22928582
80487,"PI 502920","Orange","Orange","Orange",36.40941015,64.63067044,15.03091878,NA,0,0,6.72214932891814,101.04008059
80490,"PI 503344","Orange","Orange","Orange",12.37280095,46.8334447,10.24095886,NA,0,0,5.78131857176507,59.20624565
80491,"PI 503345","Orange","Orange","Orange",188.3250675,438.3668301,82.48662917,14.18714037,21.6215576,33.43264834,7.59749675681892,681.74610354
80492,"PI 506444","Orange","Yellow","Orange",6.631116122,23.33904057,5.322347275,NA,0,0,5.63100360488972,29.970156692
80493,"PI 506445","Orange","Orange","Orange",312.9194325,424.0511294,136.4419891,NA,14.66287206,18.4596592,5.40134724479768,770.09309316
80504,"PI 515993","Yellow","Yellow","Yellow",0,0,4.770992536,0,0,0,0,0
80509,"PI 515998","Yellow","Yellow","Yellow",0,0,NA,NA,0,0,NA,0
80532,"PI 540418","White","White","White",0,0,NA,NA,0,0,NA,0
80533,"PI 540419","Yellow","Yellow","Yellow",0,0,11.7773666,NA,0,0,0,0
80535,"PI 632381","Yellow","Yellow","Yellow",0,0,NA,NA,0,0,NA,0
80547,"PI 632392","Orange","Orange","Orange",266.9949183,414.0564489,68.65506511,NA,0,0,9.91989980795752,681.0513672
80549,"PI 632394","Orange","Orange","Orange",618.0779988,974.2313632,116.9738909,NA,30.25826587,36.45663097,13.6125194241957,1659.02425884
80551,"PI 634649","Orange","Orange","Orange",364.5817723,589.5905909,61.59308578,27.03904879,12.74271283,0,15.4915499218231,966.91507603
80554,"PI 634652","Yellow","Yellow","Yellow",0,0,8.58640428,NA,0,0,0,0
80555,"PI 634653","Orange","Orange","Orange",234.8783745,734.4983811,163.9418505,NA,16.43256147,35.53992248,5.91293042407131,1021.34923955
80556,"PI 634654","Orange","Orange","Orange",248.631556,177.3466419,15.87089748,NA,0,0,26.8402085286484,425.9781979
80557,"PI 634655","Orange","Orange","Orange",0,NA,NA,NA,0,0,NA,NA
80559,"PI 634657","Orange","Orange","Orange",83.2536806,225.2454295,17.87016104,NA,0,0,17.2633648577349,308.4991101
80561,"PI 642755","Orange","Orange","Orange",284.0873606,371.3688265,104.3159627,NA,0,0,6.28337380142876,655.4561871
80562,"PI 642756","Orange","Orange","Orange",434.2104749,709.393278,60.62719637,NA,42.10666609,32.12854777,18.8628836788152,1217.83896676
80563,"PI 642757","Orange","Yellow","Orange",82.05961883,166.5641629,118.8025329,NA,7.321049144,17.36478249,2.09274815663463,273.309613364
80564,"PI 642758","Orange","Orange","Orange",438.1998159,900.1769772,85.70186926,46.7359039,39.98070827,38.8716463,15.6166581272535,1417.22914767
80565,"PI 642759","Orange","Orange","Orange",272.6090003,448.0963127,95.9694355,NA,21.15102756,NA,7.50973796235365,NA
80566,"PI 642760","Orange","Orange","Orange",500.5989999,1101.90806,156.394201,NA,89.39775371,123.8584288,10.24658874596,1815.76324241
80567,"PI 642761","Orange","Yellow","Orange",194.7551988,NA,183.72206,11.23531247,NA,36.41979283,NA,NA
80568,"PI 643114","White","White","White",0,0,3.979497581,0,0,0,0,0
80569,"PI 643115","Orange","Orange","Orange",342.3252512,703.1508256,53.10057594,27.63204587,16.80002789,NA,19.6886014566267,NA
80570,"PI 643116","Orange","Orange","Orange",387.1660762,517.1679157,147.6011137,15.68277045,NA,28.96981148,6.1268778346623,NA
80571,"PI 643117","Orange","Orange","Orange",228.8570689,441.0135887,99.08545162,NA,11.69082367,0,6.76053493876178,681.56148127
80572,"PI 643118","Orange","Orange","Orange",383.7507291,617.1017699,57.79265248,NA,26.62015044,0,17.3179886378525,1027.47264944
80573,"PI 643119","Orange","Yellow","Orange",0,10.06425305,7.624670236,NA,0,0,1.31995912459026,10.06425305
80574,"PI 643120","Orange","Yellow","Orange",8.594896057,28.85966366,NA,NA,0,0,NA,37.454559717
80575,"PI 652118","Yellow","Yellow","Yellow",0,0,NA,NA,0,0,NA,0
80579,"PI 652122","Orange","Orange","Orange",616.3550636,1205.455798,99.30556428,25.72410553,113.2124604,0,18.3455063652149,1935.023322
80581,"PI 652124","Orange","Orange","Orange",481.9921769,830.1825167,NA,NA,0,0,NA,1312.1746936
80583,"PI 652126","Orange","Orange","Orange",1925.073838,NA,137.6956755,NA,287.9402963,56.59540513,NA,NA
80587,"PI 652130","Orange","Yellow","Orange",8.099701712,20.92779997,10.13809624,NA,0,0,2.86321031038072,29.027501682
80588,"PI 652131","Orange","Orange","Orange",188.3175345,352.218454,22.36040317,NA,0,0,24.1738033250319,540.5359885
80589,"PI 652132","Orange","Orange","Orange",226.2437438,557.7753292,184.6619169,NA,88.27143256,174.341633,4.24569985063336,1046.63213856
80590,"PI 652133","Orange","Orange","Orange",120.1373866,187.7803389,27.01935527,NA,0,0,11.3961907093278,307.9177255
80591,"PI 652134","Orange","Orange","Orange",91.19366153,188.9956309,62.56821354,NA,13.69230861,0,4.47814116110051,293.88160104
80592,"PI 652135","Orange","Orange","Orange",361.9811147,490.0497707,36.01328105,13.24707024,41.43219731,0,23.658796437266,893.46308271
80593,"PI 652136","Orange","Orange","Orange",301.7703775,371.920709,27.86430933,10.21012365,0,0,24.1775627208772,673.6910865
80594,"PI 652137","Orange","Orange","Orange",630.4506027,820.1827975,NA,NA,18.06274894,0,NA,1468.69614914
80601,"PI 652146","Orange","Orange","Orange",323.9393026,843.2481961,173.0565398,NA,169.5651908,149.6018629,6.7445442977706,1486.3545524
80603,"PI 652148","Orange","Orange","Orange",54.31617573,81.98207458,9.01195229,NA,0,0,15.1241646564465,136.29825031
80604,"PI 652149","Orange","Orange","Orange",139.5196017,392.4476355,81.2033259,13.66893446,NA,0,6.5510523282643,NA
80606,"PI 652152","Orange","Orange","Orange",93.36456017,198.9791883,56.44898307,NA,0,0,5.1789019495263,292.34374847
80607,"PI 652153","Orange","Orange","Orange",25.65413297,31.22682434,5.349459011,NA,0,0,10.6330298433985,56.88095731
80608,"PI 652154","Orange","Orange","Orange",88.49051371,150.2593247,23.13658659,NA,0,0,10.3191470133797,238.74983841
80610,"PI 652155","Orange","Orange","Orange",NA,NA,9.339061594,NA,0,0,NA,NA
80611,"PI 652156","Orange","Orange","Orange",174.6802987,601.0580567,84.71421807,NA,25.29643652,19.52268014,9.15712111937339,820.55747206
80612,"PI 652157","Orange","Orange","Orange",645.8488029,751.4688818,196.6512128,42.75187531,63.92941037,83.71989244,7.10556352439643,1544.96698751
80613,"PI 652158","Orange","Orange","Orange",31.58647039,74.73445832,39.97172394,NA,0,0,2.65990350752933,106.32092871
80614,"PI 652159","Orange","Orange","Orange",104.7574163,327.302541,41.0019857,9.266326129,0,0,10.5375373880978,432.0599573
80615,"PI 652160","Orange","Orange","Orange",0,NA,3.217707399,NA,0,0,NA,NA
80616,"PI 652161","Orange","Orange","Orange",442.4068025,597.4971649,76.6838031,19.56876282,0,34.00408864,13.5609336699682,1073.90805604
80618,"PI 652163","Orange","Orange","Orange",252.4017485,458.2966578,59.78879598,NA,0,22.60390467,11.8868158264591,733.30231097
80620,"PI 652165","Orange","Orange","Orange",283.8861036,371.2440363,46.47984873,NA,17.5077066,0,14.0949284001682,672.6378465
80622,"PI 652167","Orange","Yellow","Orange",163.690456,318.9696755,41.41812775,9.487382848,0,0,11.65335464735,482.6601315
80623,"PI 652168","Orange","Yellow","Orange",78.56267497,133.3184892,169.8806927,NA,0,0,1.24723510837203,211.88116417
80624,"PI 652169","Orange","Orange","Orange",1264.052456,1722.965118,162.3964038,91.27875147,131.4832853,300.6556003,18.393372661618,3419.1564596
80625,"PI 652170","Orange","Orange","Orange",65.04952918,207.4296618,32.74354469,NA,0,0,8.32161555994321,272.47919098
80626,"PI 652171","Orange","Orange","Orange",555.4345021,1065.599333,84.02287809,NA,33.18775766,77.59314351,19.2927673027774,1731.81473627
80627,"PI 652172","Orange","Orange","Orange",45.33194881,107.7939996,8.871287809,NA,0,0,17.2608477716902,153.12594841
80628,"PI 652173","Orange","Orange","Orange",166.8059079,475.8308526,41.59776926,NA,16.10372101,31.52396211,15.448827471572,690.26444362
80629,"PI 652174","Orange","Orange","Orange",48.9008788,143.4269857,27.80044736,NA,0,0,6.91815717961166,192.3278645
80630,"PI 652175","Orange","Orange","Orange",371.6267766,556.5807852,57.34501761,40.57624969,18.97365443,0,16.1863680662317,947.18121623
80631,"PI 652176","Orange","Orange","Orange",112.5940811,276.2893506,79.24085191,NA,29.48395703,54.96208691,4.90761295880167,473.32947564
80632,"PI 652177","Orange","Yellow","Orange",56.5806663,134.2955998,30.92813479,NA,0,0,6.17160612484514,190.8762661
80633,"PI 652178","Orange","Orange","Orange",311.7889845,518.5159323,57.31044438,22.0468374,40.47433008,22.97189862,14.4878464262922,893.7511455
80634,"PI 652179","Orange","Yellow","Orange",89.51704819,189.9751152,100.5048932,NA,34.97948776,48.34610161,2.7808811540531,362.81775276
80635,"PI 652180","Orange","Yellow","Orange",51.21090705,101.5788526,35.58097941,NA,0,0,4.29414148186878,152.78975965
80637,"PI 652182","Orange","Yellow","Orange",55.3176732,145.5522507,93.56620168,NA,0,NA,2.14682139804053,NA
80639,"PI 652188","Red","Orange","Orange",25.58278021,31.90709374,4.420806133,NA,0,0,13.0043870326851,57.48987395
80642,"PI 652200","Orange","Yellow","Orange",54.01089242,135.6089784,46.41681232,NA,0,0,4.08515495447534,189.61987082
80646,"PI 652204","Orange","Orange","Orange",126.3067985,192.4762783,52.72279468,NA,0,0,6.04639945084186,318.7830768
80648,"PI 652206","Orange","Orange","Orange",596.2650206,966.1713633,160.8211361,69.42205659,177.9374749,67.69637812,9.71536715751382,1808.07023692
80649,"PI 652207","Orange","Orange","Orange",92.90509416,169.5614517,17.97569063,0,0,0,14.6011939826092,262.46654586
80650,"PI 652208","Orange","Yellow","Orange",0,20.64672116,171.0092454,0,0,0,0.120734531701524,20.64672116
80651,"PI 652209","Yellow","Yellow","Yellow",0,0,4.832133234,0,0,0,0,0
80652,"PI 652210","Yellow","Yellow","Yellow",11.05979061,17.99041818,56.27664073,0,0,0,0.51620367550677,29.05020879
80653,"PI 652211","Orange","Orange","Orange",99.35394607,70.67506583,47.15475611,0,26.59996205,0,3.6057659062718,196.62897395
80654,"PI 652212","Yellow","Yellow","Yellow",0,0,4.250051224,0,0,0,0,0
80656,"PI 652216","Orange","Orange","Orange",967.1478078,1062.274381,120.4926292,19.3376291,64.29782759,47.18730078,16.8427081579526,2140.90731717
80657,"PI 652217","Orange","Orange","Orange",25.25850775,44.12668272,13.18902882,0,0,0,5.26082635931339,69.38519047
80659,"PI 652232","Orange","Orange","Orange",669.752015,1383.044732,131.8279251,74.12027398,NA,69.48860364,15.5717898574435,NA
80665,"PI 652247","Orange","Orange","Orange",16.42964851,124.638294,82.55460816,NA,0,0,1.70878338174163,141.06794251
80667,"PI 652249","Yellow","Yellow","Yellow",0,0,17.27037748,NA,0,0,0,0
80670,"PI 652254","Orange","Orange","Orange",47.80634276,427.9758799,122.0230399,NA,13.55307114,0,3.89911792928542,489.3352938
80672,"PI 652256","Orange","Yellow","Orange",0,13.18053973,26.31530455,NA,0,0,0.500869739316773,13.18053973
80675,"PI 652258","Orange","Orange","Orange",1494.063187,3004.999668,203.8185232,181.4782621,NA,35.13424315,22.0738664198112,NA
80676,"PI 652259","White","White","White",0,0,5.245956159,NA,0,0,0,0
80677,"PI 652260","Orange","Orange","Orange",31.01789004,329.1289095,192.6652244,NA,19.31934626,17.49842755,1.86928803919635,396.96457335
80683,"PI 652269","Yellow","Yellow","Yellow",0,0,4.989568791,NA,0,0,0,0
80684,"PI 652275","Orange","Orange","Orange",58.34569675,108.3679718,158.571483,NA,0,0,1.05134709845654,166.71366855
80685,"PI 652276","Orange","Yellow","Orange",0,28.07864467,13.47950863,NA,0,0,2.08306144094215,28.07864467
80686,"PI 652277","Orange","Orange","Orange",42.87703458,58.83782934,17.13722185,NA,0,0,5.93531815193254,101.71486392
80690,"PI 652281","Yellow","Yellow","Yellow",0,0,9.499360482,NA,0,0,0,0
80691,"PI 652282","Yellow","Yellow","Yellow",0,0,4.876191623,NA,0,0,0,0
80692,"PI 652283","Orange","Orange","Orange",122.2671343,249.8834023,35.42224972,NA,NA,0,10.5061236805035,NA
80693,"PI 652284","Orange","Orange","Orange",195.5910425,366.8241792,171.5532669,NA,21.05256161,29.94617844,3.27837080495726,613.41396175
80695,"PI 652286","Orange","Orange","Orange",91.39212417,178.6484353,95.66570869,NA,0,0,2.82275188432517,270.04055947
80696,"PI 652287","Orange","Orange","Orange",299.6581141,611.6442247,177.8652549,15.91133275,27.74056178,111.5237663,5.12355456557468,1050.56666688
80697,"PI 652288","Orange","Yellow","Orange",215.6292825,470.8054803,147.2897793,NA,41.04863615,129.4916661,4.66043717400017,856.97506505
80700,"PI 652334",NA,"Yellow",NA,0,18.83495736,102.1675031,NA,0,0,0.184353701407038,18.83495736
80701,"PI 652335","Orange","Yellow","Orange",227.6841787,351.397465,236.1062967,NA,62.35064734,22.27357727,2.45263108944438,663.70586831
80702,"PI 652336","White","White","White",0,0,50.76933043,NA,0,0,0,0
80706,"PI 652374","Yellow","Yellow","Yellow",0,0,21.54087241,NA,0,0,0,0
80711,"PI 652400","Orange","Yellow","Orange",62.06207722,58.36041103,28.49950793,NA,0,0,4.22542341944218,120.42248825
80713,"PI 652402","Yellow","Yellow","Yellow",0,0,34.20980109,NA,0,0,0,0
80714,"PI 652403","Orange","Yellow","Orange",107.5110818,129.9386455,39.44890649,NA,0,0,6.0191713390127,237.4497273
80719,"Heritage [Check]","Orange","Orange","Orange",331.7499887,614.417256,54.00665116,NA,13.27292792,0,17.5194577774668,959.44017262
80720,"B3475","Orange","Orange","Orange",138.1022066,147.9067623,NA,NA,0,0,NA,286.0089689
80723,"Bolero [Check]","Orange","Orange","Orange",392.7093711,709.4055258,68.30773498,16.72942804,23.83803891,58.99421418,16.1345548527219,1184.94714999
80724,"B2566","Orange","Orange","Orange",279.8700948,329.1470828,38.03962238,NA,NA,NA,16.0100742198798,NA
80725,"Heritage [Check]","Orange","Orange","Orange",797.1731356,795.0579536,57.44538182,NA,NA,74.54190882,27.7173036152691,NA
80727,"HCM","Orange","Orange","Orange",990.1020338,517.5268435,58.99568114,30.01428361,16.03761083,0,25.5549024634924,1523.66648813
80730,"Bolero [Check]","Orange","Orange","Orange",96.70143599,207.8016298,34.49092858,8.768593512,0,0,8.82849718249018,304.50306579
80731,"B7254","Orange","Orange","Orange",107.9908443,96.16267654,7.129482153,NA,0,0,28.6351121243911,204.15352084
80732,"B6333","Orange","Orange","Orange",1280.315864,892.9931287,127.1517509,63.7204953,169.3179786,117.5420387,17.0922458976536,2460.16901
80733,"Heritage [Check]","Orange","Orange","Orange",262.4720158,311.0028383,39.28817163,NA,15.80056056,19.39919162,14.5966287131087,608.67460628
80735,"B7322C","Orange","Orange","Orange",1110.190529,1096.054587,47.61483367,16.3874232,71.55724182,100.0451124,46.3352477778381,2377.84747022
80738,"B2327","Orange","Orange","Orange",29.71419754,89.94118597,71.64433982,NA,9.433535826,32.88184706,1.67013031051195,161.970766396
80741,"B5367","Orange","Orange","Orange",6.861338636,18.25502434,4.610738373,NA,0,0,5.44736242747556,25.116362976
80742,"Nb3999","Orange","Orange","Orange",77.95180435,99.93030121,14.68738467,NA,0,NA,12.1112171810504,NA
80743,"Nb4001","Orange","Orange","Orange",210.2701257,294.9315231,31.71010178,NA,0,14.85317633,15.9318835462912,520.05482513
80744,"Nb4002","Orange","Orange","Orange",266.284068,520.0854868,51.69486993,NA,31.00259593,110.9947523,15.2117522660338,928.36690303
80745,"Nb6526","Orange","Orange","Orange",110.6923869,153.7020619,14.84457699,NA,0,0,17.8108442549834,264.3944488
80746,"Nb8503","Orange","Orange","Orange",523.3395906,859.9950296,111.3114641,NA,52.09356648,77.20293773,12.4276024162007,1512.63112441
80747,"Ns5154","Orange","Yellow","Orange",72.70566032,174.2356471,NA,NA,0,0,NA,246.94130742
80748,"C1131","Orange","Orange","Orange",1114.022885,1174.87554,46.6626012,NA,8.123109706,0,49.0520966713703,2297.021534706
80749,"Nb2205","Orange","Orange","Orange",1531.095914,925.1893138,100.3295349,NA,13.90277776,14.32166855,24.482174967204,2484.50967411
80750,"Bolero [Check]","Orange","Orange","Orange",370.6817071,594.1531584,68.55556135,NA,NA,0,14.0737650819338,NA
80752,"L1408","Orange","Orange","Orange",893.0906626,994.6843682,40.03875102,32.806454,0,0,47.1486992652949,1887.7750308
80753,"L2577","Orange","Orange","Orange",3193.3248,1827.149639,139.0993964,94.55266507,142.8517431,107.4841988,36.0927118947584,5270.8103809
80754,"L9793","Orange","Orange","Orange",130.0309431,83.90483236,7.934874709,NA,0,0,26.9614560161041,213.93577546
80755,"Heritage [Check]","Orange","Orange","Orange",464.6678604,786.6273853,62.98032567,NA,NA,0,19.8680339040552,NA
80757,"Nb3271","Orange","Orange","Orange",872.0141989,1085.889256,86.17830384,29.8526873,NA,26.5254357,22.7192154829953,NA
80758,"Nb8524","Orange","Orange","Orange",409.7361537,1113.012887,78.9974049,NA,31.73906095,NA,19.2759375150056,NA
80760,"P1129","Orange","Orange","Orange",1116.458307,1878.119013,102.5250993,69.95675726,81.45253097,NA,29.2082362313791,NA
80761,"P6423","Yellow","White","Yellow",0,0,40.22792619,NA,0,0,0,0
80762,"R5647","Red","Orange","Orange",145.2997608,446.8469317,78.08236249,169.2289819,21.51308739,0,7.58361649951148,613.65977989
80763,"R6220","Red","Orange","Orange",15.30616242,33.77767208,23.85849388,10.7460319,0,0,2.05728973282533,49.0838345
80764,"R6636","Yellow","Yellow","Yellow",0,0,3.094200761,NA,0,0,0,0
80765,"R6637","Red","Orange","Orange",89.1124665,243.4342279,69.36810709,143.9281202,34.05582547,0,4.7939421781907,366.60251987
80766,"R4294","Red","White","Red",0,0,10.07209194,NA,0,0,0,0
80768,"W2383","White","White","White",0,0,NA,NA,0,0,NA,0
80769,"Brasília","Orange","Orange","Orange",227.4286975,641.4787009,44.91593047,NA,28.90137458,0,19.3451942174582,897.80877298
80771,"W133B","Orange","Orange","Orange",34.12921809,71.54644963,6.402704228,NA,0,0,16.5048491944801,105.67566772
80782,"W277B","Orange","Orange","Orange",1291.387331,2003.872587,229.3508743,NA,48.14242441,0,14.3677669773766,3343.40234241
80783,"W278B","Orange","Orange","Orange",478.2809524,735.8948238,86.11518,50.05522048,12.42551734,0,14.0994395668685,1226.60129354
80784,"W279B","Orange","Orange","Orange",52.3480382,81.17500045,11.82125644,NA,0,0,11.2951647168564,133.52303865
