Sample.Name,PI,Alpha,Beta,Lutein,Lycopene,Phytoene,Zeta,Total,AB.Ratio,Year
90232,PI 261782,535.1789284,1902.321081,103.0750423,68.25532755,116.7371002,0,2554.23711,23.64781964,2019
90235,PI 263019,397.8123293,1083.424389,96.30044858,NA,304.5838927,44.25425781,1830.074868,15.38141036,2019
90236,PI 263022,799.49969,3129.282714,181.0433572,59.51908121,382.1517363,95.07679476,4406.010934,21.70078188,2019
90237,PI 263023,1181.213037,2226.754873,189.4499403,81.96175294,437.8342403,99.35241263,3945.154562,17.98875156,2019
90238,PI 263024,608.1765295,1064.389966,144.7218054,24.48538598,178.2251827,0,1850.791678,11.55711464,2019
90240,PI 264232,412.1655685,1596.064666,81.45432247,NA,94.85332236,0,2103.083556,24.65467974,2019
90242,PI 264234,200.7108413,540.6546545,51.04614328,NA,107.7271901,0,849.0926859,14.52343798,2019
90271,PI 276325,93.44359067,294.7128173,50.25007745,NA,22.42953128,0,410.5859393,7.724493726,2019
90272,PI 277285,58.48087185,223.5227338,NA,NA,0,0,282.0036057,NA,2019
90273,PI 277668,353.7894506,710.8170902,96.16102962,50.25650587,63.40499096,0,1128.011532,11.07108093,2019
90275,PI 277709,555.5485335,762.6341627,184.5582568,71.53862076,195.9492999,0,1514.131996,7.142366421,2019
90276,PI 277710,438.9413672,947.2778583,126.241279,105.9017844,80.60777967,0,1466.827005,10.98071278,2019
90277,PI 277711,360.4281555,924.1926981,154.4280981,59.04673949,138.6765726,0,1423.297426,8.318569417,2019
90287,PI 284700,256.3730942,845.3408544,119.8024969,65.23826451,109.7698748,0,1211.483823,9.196085032,2019
90288,PI 284701,311.5458751,1002.234239,85.98007311,NA,263.0883681,0,1576.868482,15.28005346,2019
90290,PI 284773,338.2827867,1507.209118,193.0626006,97.25984974,153.874884,0,1999.366789,9.559033699,2019
90291,PI 285612,388.0796874,937.2320261,162.7121416,NA,143.6652403,0,1468.976954,8.145131032,2019
90292,PI 285613,313.3505666,672.6610443,142.6154732,NA,199.9663925,0,1185.978003,6.913777227,2019
90293,PI 285614,229.8686507,805.6088092,172.1733956,NA,181.292309,48.71644341,1265.486212,6.014154838,2019
90294,PI 285615,135.4460951,426.5315461,47.81125181,30.0787393,86.02932397,0,648.0069651,11.75408758,2019
90295,PI 285616,308.3535443,581.2645481,149.1221792,45.04587745,64.02397771,0,953.64207,5.965699382,2019
90302,PI 285623,219.6325238,616.1762735,162.5879292,NA,62.34412803,0,898.1529253,5.14065713,2019
90348,PI 325991,326.544156,605.0857035,63.20108809,23.42436727,172.3945766,0,1104.024436,14.74072501,2019
90356,PI 325998,70.54996598,248.9167413,31.6091397,NA,0,0,319.4667072,10.10678273,2019
90357,PI 325999,161.3471215,594.2120775,30.12091138,24.50576004,0,0,755.559199,25.08420776,2019
90359,PI 326001,60.52450424,222.4686435,19.96026656,NA,0,0,282.9931477,14.17782408,2019
90360,PI 326002,28.19794999,56.13681663,9.456990349,NA,0,0,84.33476662,8.917717319,2019
90366,PI 326009,153.6017956,450.8206209,69.78647382,NA,47.57582431,0,651.9982408,8.661025316,2019
90367,PI 326010,151.8203716,735.9854557,86.63790558,26.92478946,61.39199599,0,949.1978232,10.24731405,2019
90371,PI 326014,180.7868724,517.1641104,58.29962928,NA,0,0,697.9509828,11.9717911,2019
90378,PI 341206,78.21899892,377.4601846,29.59384778,NA,0,0,455.6791835,15.39776737,2019
90384,PI 344360,35.23127954,171.5446237,20.15902197,NA,0,0,206.7759032,10.25723885,2019
90397,PI 357980,182.5676109,451.7916742,NA,NA,0,0,634.3592851,NA,2019
90401,PI 357984,54.09941338,208.0016506,NA,NA,0,0,262.1010639,NA,2019
90403,PI 357986,126.1908774,372.709068,37.52287221,NA,NA,0,NA,13.29588904,2019
90414,PI 378883,108.6531835,218.1386934,14.3052664,NA,0,0,326.7918769,22.84416577,2019
90419,PI 379420,435.1488352,1761.982031,77.72544297,72.70969036,272.1144084,0,2469.245274,28.26784618,2019
90429,PI 419184,386.095734,1129.662669,127.0784359,NA,94.5730263,0,1610.331429,11.92773889,2019
90436,PI 430530,297.5494682,938.7746792,117.0829822,50.71857574,134.261113,0,1370.58526,10.55938382,2019
90447,PI 432904,264.6480418,825.5132649,41.55911404,13.96580325,109.8743424,0,1200.035649,26.23158197,2019
90463,PI 458858,242.2886894,778.551573,42.7398254,NA,134.4327973,0,1155.27306,23.88498907,2019
90465,PI 458860,404.6211257,1152.914358,73.6746992,NA,261.674481,0,1819.209964,21.14071045,2019
90473,PI 502239,205.6627156,638.3393729,61.52747649,NA,102.8733005,0,946.8753889,13.7174826,2019
90480,PI 502914,307.9889573,964.1540792,37.25732417,67.92406748,NA,0,NA,34.1447773,2019
90483,PI 502916,157.5687838,638.6810119,33.81466579,NA,63.73027721,0,859.9800729,23.54746904,2019
90484,PI 502917,226.5314747,1074.640788,71.70071645,67.16547331,163.8251043,0,1464.997367,18.14727003,2019
90485,PI 502918,255.8964775,875.9650003,156.2429958,54.7361965,250.3170396,76.07520439,1458.253722,7.244238194,2019
90486,PI 502919,349.6722112,782.9436634,62.44772689,57.90981555,105.6180955,0,1238.23397,18.13702325,2019
90487,PI 502920,424.4759253,1078.40649,109.1245314,66.81345684,147.2166237,0,1650.099039,13.77217749,2019
90490,PI 503344,306.9105961,930.6107428,83.88419022,24.19128414,171.3791996,0,1408.900538,14.75273631,2019
90491,PI 503345,473.6258452,1446.39451,112.5950901,88.8730893,148.2606774,0,2068.281032,17.05243411,2019
90492,PI 506444,212.84445,680.6503464,71.04453826,36.40525441,68.42435137,0,961.9191477,12.57654449,2019
90493,PI 506445,408.0205032,995.5955736,86.08493639,52.21189996,184.212862,0,1587.828939,16.30501381,2019
90494,PI 508470,209.9628013,739.099603,43.25094863,NA,232.5207327,0,1181.583137,21.94315811,2019
90547,PI 632392,183.4733037,683.1529191,63.49629365,NA,59.91536452,38.03010276,964.57169,13.64845368,2019
90549,PI 632394,245.9872775,581.6606171,53.44530695,NA,160.0510304,87.28537506,1074.9843,15.48588532,2019
90551,PI 634649,204.8806149,622.4974235,43.29684184,NA,58.97531337,0,886.3533518,19.10943162,2019
90555,PI 634653,323.4038153,1205.47912,134.8070987,64.49367376,166.9257823,94.69657467,1790.505292,11.3412643,2019
90556,PI 634654,67.06793961,221.6259205,26.27014352,NA,65.3820503,0,354.0759104,10.98942836,2019
90559,PI 634657,118.2622443,449.8147517,35.71825486,NA,77.54346258,0,645.6204585,15.90438834,2019
90560,PI 634658,374.4258226,1245.614122,77.44388764,45.83272517,112.9250553,21.4305066,1754.395506,20.91888713,2019
90561,PI 642755,141.6632303,227.2600342,49.15660181,NA,52.89216519,0,421.8154296,7.505060375,2019
90562,PI 642756,658.34715,1646.977454,74.89191024,62.20651436,145.6645723,0,2450.989176,30.78202434,2019
90563,PI 642757,393.0119925,632.8805346,69.73754771,NA,81.03150981,0,1106.924037,14.71076286,2019
90564,PI 642758,262.0289281,1146.518912,49.82443253,30.10163617,69.27130882,0,1477.819148,28.27022342,2019
90565,PI 642759,316.3812645,665.1704728,56.27288399,NA,40.40752048,0,1021.959258,17.44271251,2019
90569,PI 643115,302.3207546,1614.581013,67.12199892,60.04220276,235.2091085,0,2152.110876,28.5584726,2019
90570,PI 643116,651.6889509,1628.592783,164.0342775,101.4628261,187.2882798,43.62138684,2511.191401,13.90125143,2019
90571,PI 643117,186.6208919,528.8389469,60.73870068,28.94285055,26.32458188,0,741.7844206,11.7793076,2019
90572,PI 643118,137.2683528,547.8968145,59.49486428,NA,112.462777,39.82222884,837.450173,11.51637499,2019
90574,PI 643120,146.675977,554.1437739,43.75870085,NA,45.54394584,0,746.3636967,16.01555205,2019
90581,PI 652124,143.7982797,567.1139693,32.11885291,NA,74.06972617,0,784.9819751,22.13379946,2019
90582,PI 652125,172.2037154,458.9255655,30.90170724,NA,48.39828656,0,679.5275675,20.4237674,2019
90587,PI 652130,133.2398126,340.9819731,52.97948103,NA,61.72618595,0,535.9479716,8.951046263,2019
90588,PI 652131,380.2379938,1095.244522,101.21919,NA,250.5956219,0,1726.078137,14.57710258,2019
90590,PI 652133,267.1512,309.8832733,51.56085011,NA,151.8780076,0,728.9124809,11.1913297,2019
90591,PI 652134,561.8545523,994.2424788,138.2775733,52.71105596,153.9486457,83.06752948,1793.113206,11.25343028,2019
90592,PI 652135,748.1375161,1764.024149,166.107115,61.41386,453.4657565,51.97392966,3017.601351,15.12374509,2019
90593,PI 652136,146.427616,432.5466181,39.13308322,NA,91.79145646,0,670.7656905,14.79500685,2019
90594,PI 652137,189.9334866,711.0228294,46.57284275,NA,109.4946536,0,1010.45097,19.34510034,2019
90603,PI 652148,445.1728993,1414.880583,60.55900336,57.2376645,58.10727054,0,1918.160753,30.71473074,2019
90604,PI 652149,182.9683574,640.0082295,53.25676161,17.382756,106.5774605,0,929.5540473,15.45299718,2019
90606,PI 652152,582.4157128,1618.637238,146.278874,84.67144244,215.9901829,52.06724242,2469.110376,15.046964,2019
90607,PI 652153,245.0064941,546.0325805,41.99733811,NA,69.76041606,0,860.7994906,18.83545744,2019
90608,PI 652154,325.1341221,1118.017313,91.90543712,29.53528364,90.73711579,23.09785568,1556.986406,15.70256864,2019
90611,PI 652156,170.5815299,405.1529181,43.33312585,NA,47.3162553,0,623.0507033,13.28624319,2019
90613,PI 652158,317.2208468,1080.719047,90.43991357,59.9277361,211.1144994,0,1609.054393,15.45711222,2019
90614,PI 652159,281.3071532,911.2772677,75.83479808,NA,95.91062999,0,1288.495051,15.72608421,2019
90616,PI 652161,611.4547504,1056.495228,64.28351347,NA,104.0316927,0,1771.981671,25.94677683,2019
90618,PI 652163,104.9643046,257.201956,27.7166498,NA,19.31687811,0,381.4831387,13.06674015,2019
90620,PI 652165,418.324866,1469.71402,114.8180816,81.54657669,229.5610757,73.85436515,2191.454326,16.44374178,2019
90622,PI 652167,85.13934358,236.9286258,16.27157978,NA,34.18958989,0,356.2575592,19.79328213,2019
90623,PI 652168,126.3820551,330.0344344,28.79519765,NA,52.03322127,0,508.4497108,15.85043781,2019
90625,PI 652170,60.03146309,173.9382362,18.53448458,NA,43.19569783,0,277.1653971,12.62348021,2019
90626,PI 652171,478.4813109,1171.762324,45.99312429,NA,38.28946054,0,1688.533095,35.88022472,2019
90627,PI 652172,379.1615658,1450.76019,91.07907437,26.50563142,91.46047753,0,1921.382233,20.09157172,2019
90629,PI 652174,88.31654246,320.5309882,25.86253373,NA,36.13515471,0,444.9826853,15.80848709,2019
90630,PI 652175,94.19912825,391.9769971,27.08617529,NA,30.76849789,0,516.9446232,17.94923499,2019
90631,PI 652176,59.18697299,177.4551835,18.56640368,NA,19.77178871,0,256.4139452,12.74571859,2019
90632,PI 652177,26.65515346,125.2780269,9.306312258,NA,0,0,151.9331803,16.32582016,2019
90633,PI 652178,56.52764874,303.1668234,18.54221664,NA,0,0,359.6944721,19.39867704,2019
90634,PI 652179,165.4714051,518.2416355,32.23286939,NA,72.03219225,0,755.7452328,21.21167161,2019
90635,PI 652180,172.8559074,577.1020271,42.09668721,NA,37.08159103,0,787.0395255,17.81512951,2019
90636,PI 652181,54.97508474,259.260849,16.48196905,NA,37.1111904,0,351.3471241,19.06543647,2019
90637,PI 652182,34.32147249,164.0298945,16.63293368,NA,0,0,198.351367,11.92521841,2019
90639,PI 652188,149.7075968,564.5760466,31.0808218,NA,130.8892145,0,845.1728579,22.98149155,2019
90642,PI 652200,628.9877737,1948.88982,261.919884,94.55391866,183.6962091,92.50600535,2854.079808,9.842237079,2019
90646,PI 652204,336.4230765,1041.862272,95.74608761,60.04766216,283.1242288,0,1661.409577,14.39521324,2019
90649,PI 652207,315.39698,1483.649212,88.39905469,60.2674142,404.4048935,24.728977,2228.180063,20.3514189,2019
90656,PI 652216,393.6099448,995.9647512,NA,NA,171.3641875,0,1560.938883,NA,2019
90658,PI 652231,278.9954874,845.8661187,66.49164682,61.87146949,88.00303037,0,1212.864636,16.91733714,2019
90666,PI 652248,110.916726,1102.5302,70.56492437,121.8670588,428.4600518,0,1641.906977,17.19617694,2019
90670,PI 652254,200.0707089,841.6091795,59.20180698,NA,112.1371123,0,1153.817001,17.59540699,2019
90686,PI 652277,238.3826621,686.588246,100.4805216,NA,130.3666513,0,1055.337559,9.205474785,2019
90692,PI 652283,39.28736749,146.2070673,19.86431231,NA,23.74660094,0,209.2410357,9.338074827,2019
90693,PI 652284,344.6962403,1006.49517,83.98033893,NA,116.7648351,0,1467.956245,16.08937791,2019
90695,PI 652286,381.2031394,764.1878218,138.8748484,NA,157.4049355,0,1302.795897,8.24764869,2019
90711,PI 652400,814.3137989,1693.534729,103.984537,60.16852568,255.4705027,48.42518677,2811.744217,24.11751402,2019
90712,PI 652401,562.8020406,1345.033866,152.7239063,59.22441793,129.2020071,0,2037.037913,12.49205807,2019
90714,PI 652403,390.2392011,1130.18396,125.3046207,56.19347555,140.8314754,0,1661.254636,12.1338156,2019
90225,Seminis 397694,545.961881,1481.009875,155.6755677,72.63566498,131.5274351,0,2158.499191,13.02048732,2019
90609,Seminis 397694,152.053599,676.3817598,42.8333477,NA,42.73846683,0,871.1738256,19.34089683,2019
90755,Seminis 397694,498.9774542,1582.266951,99.31092247,33.77100885,44.86696894,0,2126.111374,20.95685301,2019
90257,Vilmorin I04428,580.9714603,1841.079122,108.5903667,93.41310818,128.6000056,0,2550.650587,22.30447005,2019
90771,W133B,279.2778108,1064.371471,93.20214452,81.13291727,126.7063473,0,1470.355629,14.41650606,2019
90773,W255B,313.3636115,816.7386087,93.26413026,22.23512906,73.34875008,0,1203.45097,12.11722253,2019
90774,W259B,297.1718143,738.889926,95.72341039,NA,48.35016292,0,1084.411903,10.82349381,2019
90783,W278B,454.1848287,1791.487471,154.7003582,90.386483,39.19834478,0,2284.870644,14.51627085,2019
90784,W279B,444.302475,1211.706861,76.81520478,60.95216477,63.3594103,0,1719.368746,21.55835346,2019
90786,W281C,242.9871396,742.4215432,82.54381096,NA,232.3593144,0,1217.767997,11.93800809,2019
90788,W285B,467.4454718,863.3115533,123.8916095,64.88947068,144.4527634,0,1475.209788,10.74130065,2019
