Sample Name,Outer Color,Inner Color,Color,Alpha (ug/g),Beta (ug/g),Lut (ug/g),Lycopene (ug/g),Phyto (ug/g),Zeta (ug/g),Total (ug/g),AB.Ratio
90551,Orange,Orange,Orange,204.8806149,622.4974235,43.29684184,NA,58.97531337,0,886.3533518,19.10943162
90552,Orange,Yellow,Orange,114.0132246,398.1877395,34.54216064,NA,48.16133424,0,560.3622983,14.82828389
90553,Orange,Orange,Orange,157.16508,757.4221819,44.7628097,NA,46.74028885,0,961.3275507,20.43185555
90555,Orange,Orange,Orange,323.4038153,1205.47912,134.8070987,64.49367376,166.9257823,94.69657467,1790.505292,11.3412643
90556,Orange,Yellow,Orange,67.06793961,221.6259205,26.27014352,NA,65.3820503,0,354.0759104,10.98942836
90557,Orange,Orange,Orange,194.7953586,682.7534712,53.08981856,16.20330039,76.13923032,0,953.6880601,16.52951269
90558,Orange,Orange,Orange,466.0506056,1241.527883,71.37794573,54.84043744,215.5319582,0,1923.110447,23.92305454
90559,Orange,Yellow,Orange,118.2622443,449.8147517,35.71825486,NA,77.54346258,0,645.6204585,15.90438834
90560,Orange,Orange,Orange,374.4258226,1245.614122,77.44388764,45.83272517,112.9250553,21.4305066,1754.395506,20.91888713
90561,Orange,Yellow,Orange,141.6632303,227.2600342,49.15660181,NA,52.89216519,0,421.8154296,7.505060375
90562,Orange,Orange,Orange,658.34715,1646.977454,74.89191024,62.20651436,145.6645723,0,2450.989176,30.78202434
90563,Orange,Orange,Orange,393.0119925,632.8805346,69.73754771,NA,81.03150981,0,1106.924037,14.71076286
90564,Orange,Orange,Orange,262.0289281,1146.518912,49.82443253,30.10163617,69.27130882,0,1477.819148,28.27022342
90565,Orange,Orange,Orange,316.3812645,665.1704728,56.27288399,NA,40.40752048,0,1021.959258,17.44271251
90566,Orange,Orange,Orange,389.5164569,1220.950414,76.95486439,56.78947872,223.1639031,0,1833.630773,20.92742133
90567,Orange,Orange,Orange,293.2573365,921.0287452,97.81622532,39.63878124,180.9887544,34.09067145,1429.365507,12.41395359
90569,Orange,Orange,Orange,302.3207546,1614.581013,67.12199892,60.04220276,235.2091085,0,2152.110876,28.5584726
90570,Orange,Orange,Orange,651.6889509,1628.592783,164.0342775,101.4628261,187.2882798,43.62138684,2511.191401,13.90125143
90571,Orange,Orange,Orange,186.6208919,528.8389469,60.73870068,28.94285055,26.32458188,0,741.7844206,11.7793076
90572,Orange,Orange,Orange,137.2683528,547.8968145,59.49486428,NA,112.462777,39.82222884,837.450173,11.51637499
90573,Orange,Orange,Orange,132.0208079,397.7106598,32.57989171,NA,83.73257259,0,613.4640403,16.25946066
90574,Orange,Orange,Orange,146.675977,554.1437739,43.75870085,NA,45.54394584,0,746.3636967,16.01555205
90575,Orange,Orange,Orange,181.2592713,778.307125,52.05425345,49.68291202,67.55608939,0,1027.122486,18.43396712
90578,Orange,Orange,Orange,434.9975156,1310.192271,69.75680551,NA,169.9556302,0,1915.145416,25.01820107
90579,Orange,Orange,Orange,446.6136191,1117.018251,107.4728923,NA,284.0651385,111.0963651,1958.793374,14.54908151
90580,Orange,Orange,Orange,462.9621554,2610.966066,137.5424102,128.0003633,333.6106924,66.22592468,3473.764838,22.34894835
90581,Orange,Orange,Orange,143.7982797,567.1139693,32.11885291,NA,74.06972617,0,784.9819751,22.13379946
90582,Orange,Orange,Orange,172.2037154,458.9255655,30.90170724,NA,48.39828656,0,679.5275675,20.4237674
90583,Orange,Orange,Orange,431.8833885,1647.104744,107.5315326,61.10989667,439.5484444,58.62409012,2577.160667,19.33375339
90584,Orange,Orange,Orange,152.0702271,296.2556529,40.95845142,NA,33.03397911,0,481.3598591,10.94586989
90585,Orange,Orange,Orange,804.2050403,1376.552234,75.25850155,49.88221263,253.5287004,40.95969262,2475.245667,28.97688937
90586,Orange,Orange,Orange,372.142495,785.0409508,62.97165808,NA,180.020502,0,1337.203948,18.37625816
90587,Orange,Yellow,Orange,133.2398126,340.9819731,52.97948103,NA,61.72618595,0,535.9479716,8.951046263
90588,Orange,Orange,Orange,380.2379938,1095.244522,101.21919,NA,250.5956219,0,1726.078137,14.57710258
90589,Orange,Yellow,Orange,430.9596438,1547.215633,203.1988851,62.42316641,424.0908975,76.6880261,2478.9542,9.735167965
90590,Orange,Orange,Orange,267.1512,309.8832733,51.56085011,NA,151.8780076,0,728.9124809,11.1913297
90591,Orange,Orange,Orange,561.8545523,994.2424788,138.2775733,52.71105596,153.9486457,83.06752948,1793.113206,11.25343028
90592,Orange,Orange,Orange,748.1375161,1764.024149,166.107115,61.41386,453.4657565,51.97392966,3017.601351,15.12374509
90593,Orange,Yellow,Orange,146.427616,432.5466181,39.13308322,NA,91.79145646,0,670.7656905,14.79500685
90594,Orange,Orange,Orange,189.9334866,711.0228294,46.57284275,NA,109.4946536,0,1010.45097,19.34510034
90595,Orange,Orange,Orange,79.70441671,232.5356125,41.98297695,NA,16.96426639,0,329.2042955,7.437300827
90601,Orange,Yellow,Orange,268.2389547,598.7800904,73.83382975,42.59132894,150.906301,0,1017.925346,11.74284265
90602,Orange,Orange,Orange,413.0500642,1142.880987,46.55346055,NA,36.42870149,0,1592.359752,33.42245737
90603,Orange,Orange,Orange,445.1728993,1414.880583,60.55900336,57.2376645,58.10727054,0,1918.160753,30.71473074
90604,Orange,Yellow,Orange,182.9683574,640.0082295,53.25676161,17.382756,106.5774605,0,929.5540473,15.45299718
90606,Orange,Orange,Orange,582.4157128,1618.637238,146.278874,84.67144244,215.9901829,52.06724242,2469.110376,15.046964
90607,Orange,Orange,Orange,245.0064941,546.0325805,41.99733811,NA,69.76041606,0,860.7994906,18.83545744
90608,Orange,Orange,Orange,325.1341221,1118.017313,91.90543712,29.53528364,90.73711579,23.09785568,1556.986406,15.70256864
90609,Orange,Orange,Orange,152.053599,676.3817598,42.8333477,NA,42.73846683,0,871.1738256,19.34089683
90610,Orange,Orange,Orange,162.273038,619.709803,45.34143855,NA,39.92865853,0,821.9114995,17.24653796
90611,Orange,Orange,Orange,170.5815299,405.1529181,43.33312585,NA,47.3162553,0,623.0507033,13.28624319
90613,Orange,Orange,Orange,317.2208468,1080.719047,90.43991357,59.9277361,211.1144994,0,1609.054393,15.45711222
90614,Orange,Orange,Orange,281.3071532,911.2772677,75.83479808,NA,95.91062999,0,1288.495051,15.72608421
90615,Orange,Orange,Orange,627.6647367,969.9365009,152.7160476,116.7882554,322.6148195,51.11631148,1971.332368,10.46125317
90616,Orange,Orange,Orange,611.4547504,1056.495228,64.28351347,NA,104.0316927,0,1771.981671,25.94677683
90617,Orange,Orange,Orange,60.19301745,134.6809671,18.74968841,NA,28.9240848,0,223.7980693,10.3934519
90618,Orange,Orange,Orange,104.9643046,257.201956,27.7166498,NA,19.31687811,0,381.4831387,13.06674015
90619,Orange,Orange,Orange,166.130606,803.2644387,34.4277735,NA,107.0913517,0,1076.486396,28.15735513
90620,Orange,Orange,Orange,418.324866,1469.71402,114.8180816,81.54657669,229.5610757,73.85436515,2191.454326,16.44374178
90621,Orange,Orange,Orange,14.66124964,47.99055474,7.60773524,NA,0,0,62.65180438,8.23527665
90622,Orange,Orange,Orange,85.13934358,236.9286258,16.27157978,NA,34.18958989,0,356.2575592,19.79328213
90623,Orange,Orange,Orange,126.3820551,330.0344344,28.79519765,NA,52.03322127,0,508.4497108,15.85043781
90624,Orange,Orange,Orange,125.7865311,461.3172952,30.64537952,NA,50.73543139,0,637.8392576,19.15798843
90625,Orange,Orange,Orange,60.03146309,173.9382362,18.53448458,NA,43.19569783,0,277.1653971,12.62348021
90626,Orange,Orange,Orange,478.4813109,1171.762324,45.99312429,NA,38.28946054,0,1688.533095,35.88022472
90627,Orange,Orange,Orange,379.1615658,1450.76019,91.07907437,26.50563142,91.46047753,0,1921.382233,20.09157172
90629,Orange,Orange,Orange,88.31654246,320.5309882,25.86253373,NA,36.13515471,0,444.9826853,15.80848709
90630,Orange,Orange,Orange,94.19912825,391.9769971,27.08617529,NA,30.76849789,0,516.9446232,17.94923499
90631,Orange,Orange,Orange,59.18697299,177.4551835,18.56640368,NA,19.77178871,0,256.4139452,12.74571859
90632,Orange,Orange,Orange,26.65515346,125.2780269,9.306312258,NA,0,0,151.9331803,16.32582016
90633,Orange,Orange,Orange,56.52764874,303.1668234,18.54221664,NA,0,0,359.6944721,19.39867704
90634,Orange,Orange,Orange,165.4714051,518.2416355,32.23286939,NA,72.03219225,0,755.7452328,21.21167161
90635,Orange,Orange,Orange,172.8559074,577.1020271,42.09668721,NA,37.08159103,0,787.0395255,17.81512951
90636,Orange,Yellow,Orange,54.97508474,259.260849,16.48196905,NA,37.1111904,0,351.3471241,19.06543647
90637,Orange,Yellow,Orange,34.32147249,164.0298945,16.63293368,NA,0,0,198.351367,11.92521841
90639,Orange,Yellow,Orange,149.7075968,564.5760466,31.0808218,NA,130.8892145,0,845.1728579,22.98149155
90642,Orange,Orange,Orange,628.9877737,1948.88982,261.919884,94.55391866,183.6962091,92.50600535,2854.079808,9.842237079
90643,Orange,Orange,Orange,292.228903,1401.757989,68.88204374,NA,118.3107521,0,1812.297644,24.59257594
90644,Orange,Orange,Orange,282.8828522,691.1147713,67.16028847,NA,89.61502298,0,1063.612646,14.50258249
90645,Orange,Orange,Orange,367.7605496,777.7173653,178.5526175,48.72152926,129.4743856,44.30524391,1319.257544,6.415352129
90646,Orange,Orange,Orange,336.4230765,1041.862272,95.74608761,60.04766216,283.1242288,0,1661.409577,14.39521324
90647,Orange,Yellow,Orange,116.183669,382.3219384,59.83160465,NA,65.85629364,0,564.361901,8.331810759
90648,Orange,Orange,Orange,224.8686034,731.5118833,44.08281154,NA,77.3110314,0,1033.691518,21.69508825
90649,Orange,Yellow,Orange,315.39698,1483.649212,88.39905469,60.2674142,404.4048935,24.728977,2228.180063,20.3514189
90654,Orange,Yellow,Orange,35.65375794,182.7349467,43.65493434,NA,31.22849555,0,249.6172001,5.002612143
90656,Orange,Orange,Orange,393.6099448,995.9647512,NA,NA,171.3641875,0,1560.938883,NA
90658,Orange,Orange,Orange,278.9954874,845.8661187,66.49164682,61.87146949,88.00303037,0,1212.864636,16.91733714
90660,Orange,Yellow,Orange,39.5650214,491.6043433,NA,NA,50.10626055,0,581.2756252,NA
90662,Orange,Orange,Orange,85.72213247,772.5416681,248.1810607,140.9015382,455.1894557,133.4400629,1446.893319,3.458216345
90664,Orange,Orange,Orange,143.1728435,700.8872993,71.87992999,NA,27.30026581,0,871.3604086,11.74264002
90665,Orange,Orange,Orange,378.504267,1164.320978,58.39619034,22.54137441,337.9607937,0,1880.786039,26.41996398
90666,Orange,Yellow,Orange,110.916726,1102.5302,70.56492437,121.8670588,428.4600518,0,1641.906977,17.19617694
90669,Orange,Yellow,Orange,476.4919054,1843.325141,99.56851449,62.1244654,146.3189732,0,2466.13602,23.29870098
90670,Orange,Orange,Orange,200.0707089,841.6091795,59.20180698,NA,112.1371123,0,1153.817001,17.59540699
90671,Orange,Yellow,Orange,59.3225744,478.3972,130.7026728,NA,190.193219,0,727.9129934,4.114068694
90684,Orange,Orange,Orange,78.70716738,252.0916355,38.96937744,NA,39.86625518,0,370.665058,8.488685849
90686,Orange,Yellow,Orange,238.3826621,686.588246,100.4805216,NA,130.3666513,0,1055.337559,9.205474785
90687,Orange,Orange,Orange,228.0874464,632.8589675,58.24511582,NA,47.73282401,0,908.6792379,14.78143535
90688,Orange,Orange,Orange,266.5354892,1087.297159,83.87046412,NA,143.4244216,61.97287698,1559.229946,16.14194773
90689,Orange,Orange,Orange,278.822554,918.8290829,98.58933923,NA,169.7887731,0,1367.44041,12.14788177
90691,Orange,Orange,Orange,391.6464269,840.9590839,89.0537707,NA,136.5296482,0,1369.135159,13.84113779
90692,Orange,Yellow,Orange,39.28736749,146.2070673,19.86431231,NA,23.74660094,0,209.2410357,9.338074827
90693,Orange,Orange,Orange,344.6962403,1006.49517,83.98033893,NA,116.7648351,0,1467.956245,16.08937791
90694,Orange,Yellow,Orange,363.7733599,1088.859098,140.6162153,70.56622003,124.0319134,0,1576.664371,10.33047615
90695,Orange,Orange,Orange,381.2031394,764.1878218,138.8748484,NA,157.4049355,0,1302.795897,8.24764869
90696,Orange,Orange,Orange,323.4582543,1148.525512,119.1474796,53.51090804,302.2137813,0,1774.197548,12.3543005
90697,Orange,Yellow,Orange,229.5666013,803.4611855,71.74708503,NA,200.2806616,45.5465187,1278.854967,14.39818477
90700,NA,Orange,Orange,20.85279336,382.5266775,108.5558438,NA,167.0133109,56.29106817,626.6838499,3.715870622
90702,Orange,Orange,Orange,0,132.0656194,111.4487779,NA,47.02053868,0,179.0861581,1.184989391
90711,Orange,Yellow,Orange,814.3137989,1693.534729,103.984537,60.16852568,255.4705027,48.42518677,2811.744217,24.11751402
90712,Orange,Yellow,Orange,562.8020406,1345.033866,152.7239063,59.22441793,129.2020071,0,2037.037913,12.49205807
90713,Orange,Yellow,Orange,650.1951822,803.3931756,68.76765413,NA,82.59542804,0,1536.183786,21.1376755
90714,Orange,Yellow,Orange,390.2392011,1130.18396,125.3046207,56.19347555,140.8314754,0,1661.254636,12.1338156
90715,Orange,Orange,Orange,417.8867283,927.5402376,136.2118733,68.80432184,169.4963782,0,1514.923344,9.87745733
90716,Orange,Yellow,Orange,684.5998261,1328.265451,169.3089258,65.27590262,281.577857,59.27106584,2353.7142,11.88871329
90720,Orange,Orange,Orange,134.7415438,325.9039628,38.03971385,NA,86.88084841,0,547.5263549,12.10959442
90722,Orange,Orange,Orange,689.7464813,1576.688416,79.15324631,NA,179.4847696,43.43513223,2489.354799,28.63350529
90724,Orange,Orange,Orange,76.52670759,369.4995497,26.38364495,NA,NA,0,NA,16.90540705
90726,Orange,Orange,Orange,261.1106822,424.6638866,60.7720901,NA,35.1011351,0,720.8757039,11.28436701
90727,Orange,Orange,Orange,591.206969,1747.824149,103.9157615,74.87708617,218.0610032,77.8714222,2634.963543,22.50891573
90728,Orange,Yellow,Orange,701.772104,1310.021752,198.9980528,NA,46.21006773,0,2058.003923,10.10961578
90729,Orange,Orange,Orange,1210.889022,2723.44951,118.3824633,81.3442616,105.6736091,0,4040.012141,33.23413303
90731,Orange,Orange,Orange,451.7101933,1000.175898,56.85358653,NA,24.90309848,0,1476.78919,25.53728234
90732,Orange,Orange,Orange,575.039748,1080.495593,50.41792551,NA,118.0518475,0,1773.587188,32.83624472
90734,Orange,Yellow,Orange,313.4493312,1127.215585,166.3084387,NA,291.8758763,122.7202878,1855.26108,8.662608629
90735,Orange,Orange,Orange,1254.505282,2664.251456,119.3502697,100.6013657,188.885731,35.33194664,4142.974415,32.83408365
90737,Orange,Orange,Orange,806.7238916,2297.568665,127.0239573,NA,122.4493162,60.17633712,3286.91821,24.43863838
90740,Orange,Orange,Orange,415.6716261,1624.304961,116.8919082,97.06288833,138.6719763,39.15368717,2217.80225,17.45182039
90741,Orange,Orange,Orange,360.5211312,752.3017018,68.2024855,NA,69.70076795,0,1182.523601,16.3164557
90742,Orange,Orange,Orange,128.3398809,447.751035,28.4711698,NA,76.80158671,0,652.8925026,20.23418496
90743,Orange,Orange,Orange,676.4057434,1818.954799,174.0621206,77.95356149,179.3655674,109.6738274,2784.399937,14.33603437
90744,Orange,Orange,Orange,296.3706037,753.4653451,60.79769015,NA,184.6331448,41.80568624,1276.27478,17.26769465
90745,Orange,Orange,Orange,517.9089437,1270.589307,110.4329905,71.54373082,216.4966749,36.06301712,2041.057942,16.19532572
90746,Orange,Yellow,Orange,285.5997217,739.8530189,78.74896047,NA,137.8475079,0,1163.300248,13.021794
90747,Orange,Orange,Orange,231.2341161,580.4942515,44.60402189,NA,90.90251949,0,902.630887,18.19854652
90749,Orange,Orange,Orange,1081.22244,2393.743306,98.06189031,53.37458121,132.9777719,25.6619805,3633.605498,35.43645482
90751,NA,Orange,Orange,309.779587,1096.324141,71.1699146,58.45101495,469.2655869,0,1875.369314,19.75699613
90754,Orange,Orange,Orange,966.7120658,2107.911524,76.45006228,NA,79.8318372,0,3154.455426,40.21741118
90755,Orange,Orange,Orange,498.9774542,1582.266951,99.31092247,33.77100885,44.86696894,0,2126.111374,20.95685301
90756,Orange,Orange,Orange,884.1062757,1317.426963,109.2092008,53.46374545,112.2921098,49.32809785,2363.153446,20.15886229
90757,Orange,Orange,Orange,1127.513145,2165.623438,146.8589605,93.54790273,70.44209704,0,3363.57868,22.42380426
90758,Orange,Orange,Orange,346.0074253,1062.538365,77.15794912,NA,125.2620235,0,1533.807813,18.25535549
90759,NA,Orange,Orange,283.7557773,1652.94799,191.4077649,170.0968956,216.6151112,79.91336456,2233.232243,10.11820899
90760,Orange,Orange,Orange,1194.225109,2714.657524,154.9275538,92.05425629,387.0971152,169.1200922,4465.09984,25.23039019
90762,Orange,Orange,Orange,26.69931981,131.8820841,9.684274584,NA,0,0,158.5814039,16.37514535
90769,Orange,Orange,Orange,463.8387447,1746.660119,112.5396905,56.20359153,198.1183473,30.32587664,2438.943087,19.64194903
90770,Orange,Orange,Orange,450.7505184,1714.98538,73.20221377,74.83656657,144.3218195,0,2310.057718,29.58566124
90771,Orange,Orange,Orange,279.2778108,1064.371471,93.20214452,81.13291727,126.7063473,0,1470.355629,14.41650606
90772,Orange,Orange,Orange,0,37.1205776,7.54384789,NA,0,0,37.1205776,4.920642375
90773,Orange,Orange,Orange,313.3636115,816.7386087,93.26413026,22.23512906,73.34875008,0,1203.45097,12.11722253
90774,Orange,Orange,Orange,297.1718143,738.889926,95.72341039,NA,48.35016292,0,1084.411903,10.82349381
90775,Orange,Orange,Orange,415.6402392,1275.871527,87.91708112,59.19335114,127.1338435,0,1818.645609,19.23985356
90776,Orange,Orange,Orange,594.8495423,893.6547351,190.1671934,100.213316,154.0462763,74.32048021,1716.871034,7.827345247
90777,Orange,Orange,Orange,276.3473631,713.1260615,73.79844248,23.48934583,33.03857791,0,1022.512003,13.40778194
90778,Orange,Orange,Orange,304.2732793,890.8204243,73.11053833,55.30227548,36.213689,0,1231.307393,16.34639453
90779,Orange,Orange,Orange,355.313601,1047.699096,95.99968424,70.40642382,53.35981132,0,1456.372508,14.61476366
90782,Orange,Orange,Orange,353.1717863,1345.95899,117.7462611,78.67497775,52.09290618,16.32157441,1767.545256,14.43044357
90783,Orange,Orange,Orange,454.1848287,1791.487471,154.7003582,90.386483,39.19834478,0,2284.870644,14.51627085
90784,Orange,Orange,Orange,444.302475,1211.706861,76.81520478,60.95216477,63.3594103,0,1719.368746,21.55835346
90785,Orange,Orange,Orange,578.472193,1569.459923,176.0510473,127.0612302,310.7602424,0,2458.692358,12.20062106
90786,Orange,Orange,Orange,242.9871396,742.4215432,82.54381096,NA,232.3593144,0,1217.767997,11.93800809
90788,Orange,Orange,Orange,467.4454718,863.3115533,123.8916095,64.88947068,144.4527634,0,1475.209788,10.74130065
91581,Orange,Orange,Orange,955.7609288,2358.146652,195.9487067,92.14176498,158.0148178,12.05121751,3483.973616,16.91211765
91583,Orange,Orange,Orange,729.8530874,1850.480199,188.3142991,84.21767002,509.8502625,218.1593531,3308.342901,13.70226955
91585,Orange,Orange,Orange,759.4125232,1937.997487,95.97611819,86.45912742,102.7615452,0,2800.171555,28.10501259
