"PC1","PC2"
48.4429904128084,5.82018793824044
42.3137416045396,6.42259576766524
50.5190999086567,5.72852820949516
25.6208068261301,7.00565188376464
-22.0241199277152,1.45504814679139
21.2022356129951,25.0533279834303
-22.8375657498442,3.8518214278964
-22.2645363120824,13.6807125445374
-23.2195552755185,12.3810927665091
-20.9446878616779,9.17919201697897
-26.051842007432,6.65015545780044
-31.8052512436601,-10.9908184890378
-32.1063934321842,-15.2035308280467
-21.9773572641408,7.62100821837616
-20.7683218500222,8.14131706412991
-28.9072435872139,-12.3637385430691
-13.9758816849826,21.6219834691396
-5.58696513575416,13.5383898104958
-9.54200435416275,17.4822537246305
-23.9527076295544,6.95471667872775
-17.095951154868,9.85700360407256
-14.3958644468371,12.4100709362212
-25.5420318210338,4.46932613800218
-25.359816302578,-7.5108002380502
-22.3192258842395,4.82103607934765
29.505583574769,3.21356546445436
-2.3073349270343,5.71423601473002
49.4740161751354,4.92481265947284
21.3005126602316,4.89463800100041
53.1831137856573,6.0030735958899
-9.44399236711828,-3.05402362659433
48.2003004768735,6.77215808688191
-6.89939243465276,28.8594046752113
52.3462142403108,6.00861402400657
31.9710454278547,11.0953873911118
1.63508949649748,3.62356777205987
49.6654510063543,2.33263173847488
-13.0256152001141,2.17953168413684
52.5007666426421,4.13039845836939
18.1071113860749,0.0307942367886644
1.03575393038537,-2.06074269723984
50.7334422644282,-1.4435736391166
51.2753439993576,0.789780336656964
54.1706821695958,2.53472317787254
53.8132397484674,1.12484582790064
54.3307425119638,3.70403803998987
50.8747784746415,3.79840355005222
33.1177277622565,3.07648895985971
-5.798574749025,-3.24039409870763
52.0764599962731,3.40384644370254
51.319029665948,0.880280386085203
50.1285282938853,-0.0980595851244926
48.9684796585671,1.39987990302626
50.4617734812926,-0.719448234290523
51.9827809420865,1.41608996512122
51.8497265334779,0.436005359184544
48.4227463011518,1.1557148501968
41.7085016698961,10.2551314650319
50.4364374955438,0.989594958172838
54.1178607165801,2.85140140413743
43.4986639755631,2.45090960286294
42.8456080743174,5.88717271861247
47.9705261486742,2.80630499151647
48.1189920270859,3.74428519890987
54.0007280091615,3.17926516818019
16.5298949446173,7.00761413580521
51.9274850089214,5.78446889674528
52.6686230246771,4.41269100600516
53.4680994931515,5.21487656049078
43.4803998189756,2.49722275271697
53.0934965518133,5.17293000653019
-24.3868399143388,1.65121887796649
-29.488485906925,-0.254085178139892
-2.77860074225473,-4.34560888978884
50.4115144563871,3.38937606644195
51.36742723296,3.59129780758877
55.4369913907999,1.44821833516357
52.2317714112126,3.93856618441907
-20.8642211125774,22.0822994863996
-31.6521871803771,-13.8906730995999
-31.0510426010225,-10.3490788278593
-31.1374737569513,-11.6968309123429
-26.1225402672607,9.52489696898494
-28.9356695460295,-4.92387260972548
49.1972695117799,1.99262544332714
47.0936401420309,0.246998852294327
-28.977476336948,6.04807550816334
-24.142851595369,8.87066545345296
-22.5633696131365,26.5169817057245
48.2246374697111,3.06101250361505
51.7479899620798,2.60413451382158
50.7030064027203,4.92187322463293
51.4528408072266,2.49873524576236
52.2592532050516,2.87859484271705
48.6895977183287,5.09393907338404
50.4502934147282,3.12743345102406
49.8972818950423,6.83149329364308
50.9542716034028,4.52008316979152
53.9790981542448,3.4405620795273
51.3955760903576,4.36895391115938
50.632813036656,5.14155713521466
50.6147100410901,5.47436282544156
52.8416069026025,3.49686647739691
47.8614961581912,5.26496693089156
51.5781723288034,3.70108374196942
53.5142444138228,4.36215622924167
-26.5968199615546,-1.80806980807252
-23.3173855343304,12.6819310252765
-14.4332004586887,10.3776835480508
-20.6496542304415,6.34338978748351
-20.2248301579348,-4.5356006243453
-27.5947701259372,-8.46227395696842
-19.2608964894909,18.0339272890201
-2.58123795457452,21.2463645149701
5.79688159589984,16.7045694921738
-20.1620772054688,4.58697955830298
50.0852245529921,4.68238602052642
-15.1896438073748,15.6426144854075
50.8785553324011,2.89301706028252
-20.3385049440073,25.3723686149604
-20.0756976838387,5.21577236763504
-23.1670606909772,6.2902373732839
-21.9099112295489,6.91380602114017
-11.6360855703085,19.0389085308383
53.2241860774005,3.14939334301586
49.4279423566299,7.04492962079247
52.8085853261728,4.79856005211642
-18.1379147559378,27.5710008515666
-19.8151084720698,15.1053704702892
-25.1231850882027,9.89198118379343
19.5120047718316,9.19107458504203
-14.4428230716951,18.6089432434941
-20.7510279656452,15.5633737128997
-12.3297503184804,25.5097904736102
-22.7861915178391,10.1783071417622
-25.3988043278578,8.5213152117132
-10.3877721731462,27.902547568449
20.7552738644327,5.37103005597639
54.4285975289315,3.81754567175913
-23.749916307227,10.5688979103914
-23.5881450595188,23.9936357034922
-24.2410047638339,6.1352786708411
30.2440393208302,6.62626751822547
-4.68963458508307,5.03408453369602
53.8183034276444,4.77609545993688
48.7238348788286,6.19597725465103
52.4333592379823,4.87401919901489
11.4425339255696,-1.47142988874582
-28.7838579094623,-7.02799293821415
-29.2048383527537,-5.89200444556712
-23.0696476010114,9.13192295406094
-23.5704559885233,5.94348932498243
-31.0692618995446,-7.94585623248831
-23.6481213258221,11.7268838713978
-18.3482487126181,25.6671156212033
-22.8076781867292,25.9716090965717
-24.3409920687265,6.74691746919068
-27.1749578232216,-4.11667306690139
-24.1971857017948,3.29039697981834
-23.7160852973821,11.9841391921955
-29.3826557835356,-7.81919065541016
-7.11437136429225,29.1272307484802
-7.90277173643784,29.4040042761161
-9.74417484071577,28.6064188018398
2.28292164641532,23.9742838059474
-12.1096549630484,16.4711493956397
50.5820657922793,10.9686017320629
52.6016273126144,4.75930750831998
53.6761036591463,4.37568807359364
-18.7295072827507,17.1385945768789
-23.9723823103914,11.0493687195704
-22.3366222930499,7.58050040854987
-20.3357771272725,6.00240849369813
-20.5374059311118,8.23279762469128
-17.3504595789333,7.8663474083363
2.50983147934845,24.7927588557906
-17.6690962030998,4.91108228906499
-25.8861856561242,11.0112685802391
-9.23953667922963,24.6571416257491
41.1763545308988,5.08236598914
-24.0594276422471,11.3253118357473
-20.6561129571476,28.4924652593222
-10.187650075153,25.0928829124329
53.7001443531606,4.63089452772666
52.1392440453591,4.13712681915749
53.441372458933,4.93758582162654
-29.1486234729384,-5.03108114607747
4.89785074833499,4.03118283594124
-14.0061415992975,8.39616113140144
-19.1088108716065,10.7813627135384
-26.0159057139316,-5.66612121877138
-25.223837988441,-3.21150954240935
-23.7385531807573,2.60727412686435
-6.05857716917742,22.5656639789434
-25.8726126624429,4.00111434975377
-24.2935341388225,10.0705809262025
-22.1977024464224,8.28392230486176
14.0830638364068,4.57632154781119
-23.1301660700588,10.3271895204253
-20.8265718803399,8.23481256467511
-28.9172637344595,-4.77684158756868
-28.9722037622621,-5.74769694309618
-23.4953773148889,2.66211571745566
-19.1593818175025,8.41666287046838
-22.8139080837129,10.3148227779045
-25.8304590109805,1.46581916048069
-19.8304126027636,7.36163439183202
14.8532580460158,5.60637023641717
44.3832591384559,2.9511562622801
-27.9306628553815,-3.59521661955933
3.66534589331497,8.33151719801966
-21.1921135470082,8.33234388373167
5.22793289998847,9.4827975651603
51.565113749252,1.27907300541378
-18.5294241488037,29.1670175986842
-31.1631929987273,-10.845242008043
57.3658093644502,2.27128688995548
-23.8044703716871,6.26473317786024
-13.0655452268371,16.6879370520712
50.319745871256,0.970496789488144
54.5853415814995,2.61889605315259
53.2906578524297,0.11090648706028
49.2799565211046,-0.383821887134996
48.4675246463709,2.00135326825211
47.8280814432821,5.31869886859812
-28.1577420277464,-8.27369447699385
-18.9856642184865,7.76501832869052
-20.6852634462719,1.05838529275431
-31.1049402674656,-9.00179474172043
-16.0916941462403,13.6626587265649
-26.550838260727,-1.25203468196654
